machine_code,cycle_start_time,channel_code,min_stress,max_stress,life,damage
RTIO_MJ_15H225,1/05/2025 14:15:00,SG01,1.785333,3.708,0,0
RTIO_MJ_15H225,1/05/2025 14:15:00,SG02,-13.596,16.205333,0,0
RTIO_MJ_15H225,1/05/2025 14:15:00,SG03,-3.296,9.338667,0,0
RTIO_MJ_15H225,1/05/2025 14:15:00,SG04,-16.617333,22.248,0,0
RTIO_MJ_15H225,1/05/2025 14:15:00,SG05,-8.652,13.596,0,0
RTIO_MJ_15H225,1/05/2025 14:15:00,SG06,-19.089333,21.012,0,0
RTIO_MJ_15H225,1/05/2025 14:15:00,SG07,-3.708,7.416,0,0
RTIO_MJ_15H225,1/05/2025 14:15:00,SG08,-16.205333,17.716,0,0
RTIO_MJ_15H225,1/05/2025 14:15:00,SG09,-8.102667,8.926667,0,0
RTIO_MJ_15H225,1/05/2025 14:15:00,SG10,-19.364,20.462667,0,0
RTIO_MJ_15H225,1/05/2025 14:15:00,SG11,-8.926667,13.870667,0,0
RTIO_MJ_15H225,1/05/2025 14:15:00,SG12,-8.514667,13.458667,0,0
RTIO_MJ_15H225,1/05/2025 14:20:00,SG01,4.532,-1.510667,0,0
RTIO_MJ_15H225,1/05/2025 14:20:00,SG02,-12.772,13.596,0,0
RTIO_MJ_15H225,1/05/2025 14:20:00,SG03,-0.686667,3.708,0,0
RTIO_MJ_15H225,1/05/2025 14:20:00,SG04,-14.282667,16.892,0,0
RTIO_MJ_15H225,1/05/2025 14:20:00,SG05,-6.729333,8.926667,0,0
RTIO_MJ_15H225,1/05/2025 14:20:00,SG06,-18.402667,19.501333,0,0
RTIO_MJ_15H225,1/05/2025 14:20:00,SG07,-1.785333,3.708,0,0
RTIO_MJ_15H225,1/05/2025 14:20:00,SG08,-15.518667,16.205333,0,0
RTIO_MJ_15H225,1/05/2025 14:20:00,SG09,-7.690667,8.102667,0,0
RTIO_MJ_15H225,1/05/2025 14:20:00,SG10,-18.952,19.776,0,0
RTIO_MJ_15H225,1/05/2025 14:20:00,SG11,-7.141333,9.338667,0,0
RTIO_MJ_15H225,1/05/2025 14:20:00,SG12,-6.592,8.926667,0,0
RTIO_MJ_15H225,1/05/2025 14:25:00,SG01,6.317333,-4.12,0,0
RTIO_MJ_15H225,1/05/2025 14:25:00,SG02,-12.085333,12.772,0,0
RTIO_MJ_15H225,1/05/2025 14:25:00,SG03,1.098667,1.098667,0,0
RTIO_MJ_15H225,1/05/2025 14:25:00,SG04,-12.36,14.694667,0,0
RTIO_MJ_15H225,1/05/2025 14:25:00,SG05,-5.630667,7.141333,0,0
RTIO_MJ_15H225,1/05/2025 14:25:00,SG06,-17.304,18.402667,0,0
RTIO_MJ_15H225,1/05/2025 14:25:00,SG07,-0.686667,2.197333,0,0
RTIO_MJ_15H225,1/05/2025 14:25:00,SG08,-14.694667,15.793333,0,0
RTIO_MJ_15H225,1/05/2025 14:25:00,SG09,-7.690667,8.514667,0,0
RTIO_MJ_15H225,1/05/2025 14:25:00,SG10,-18.952,19.776,0,0
RTIO_MJ_15H225,1/05/2025 14:25:00,SG11,-5.218667,7.416,0,0
RTIO_MJ_15H225,1/05/2025 14:25:00,SG12,-4.806667,7.004,0,0
RTIO_MJ_15H225,1/05/2025 14:30:00,SG01,9.064,-6.317333,0,0
RTIO_MJ_15H225,1/05/2025 14:30:00,SG02,-11.261333,12.36,0,0
RTIO_MJ_15H225,1/05/2025 14:30:00,SG03,2.609333,-0.686667,0,0
RTIO_MJ_15H225,1/05/2025 14:30:00,SG04,-11.261333,12.772,0,0
RTIO_MJ_15H225,1/05/2025 14:30:00,SG05,-4.12,5.630667,0,0
RTIO_MJ_15H225,1/05/2025 14:30:00,SG06,-16.48,17.578667,0,0
RTIO_MJ_15H225,1/05/2025 14:30:00,SG07,0,1.098667,0,0
RTIO_MJ_15H225,1/05/2025 14:30:00,SG08,-14.282667,15.106667,0,0
RTIO_MJ_15H225,1/05/2025 14:30:00,SG09,-8.102667,8.926667,0,0
RTIO_MJ_15H225,1/05/2025 14:30:00,SG10,-19.364,20.188,0,0
RTIO_MJ_15H225,1/05/2025 14:30:00,SG11,-3.296,5.218667,0,0
RTIO_MJ_15H225,1/05/2025 14:30:00,SG12,-3.296,5.081333,0,0
RTIO_MJ_15H225,1/05/2025 14:35:00,SG01,10.162667,-8.652,0,0
RTIO_MJ_15H225,1/05/2025 14:35:00,SG02,-11.261333,11.673333,0,0
RTIO_MJ_15H225,1/05/2025 14:35:00,SG03,3.296,-2.609333,0,0
RTIO_MJ_15H225,1/05/2025 14:35:00,SG04,-10.162667,11.261333,0,0
RTIO_MJ_15H225,1/05/2025 14:35:00,SG05,-3.296,4.394667,0,0
RTIO_MJ_15H225,1/05/2025 14:35:00,SG06,-16.068,16.892,0,0
RTIO_MJ_15H225,1/05/2025 14:35:00,SG07,0.686667,0,0,0
RTIO_MJ_15H225,1/05/2025 14:35:00,SG08,-14.008,14.694667,0,0
RTIO_MJ_15H225,1/05/2025 14:35:00,SG09,-8.514667,8.926667,0,0
RTIO_MJ_15H225,1/05/2025 14:35:00,SG10,-19.776,20.462667,0,0
RTIO_MJ_15H225,1/05/2025 14:35:00,SG11,-2.609333,3.296,0,0
RTIO_MJ_15H225,1/05/2025 14:35:00,SG12,-2.197333,3.296,0,0
RTIO_MJ_15H225,1/05/2025 14:40:00,SG01,10.574667,-9.750667,0,0
RTIO_MJ_15H225,1/05/2025 14:40:00,SG02,-10.849333,11.673333,0,0
RTIO_MJ_15H225,1/05/2025 14:40:00,SG03,4.12,-3.296,0,0
RTIO_MJ_15H225,1/05/2025 14:40:00,SG04,-9.750667,10.574667,0,0
RTIO_MJ_15H225,1/05/2025 14:40:00,SG05,-2.884,3.708,0,0
RTIO_MJ_15H225,1/05/2025 14:40:00,SG06,-15.793333,16.48,0,0
RTIO_MJ_15H225,1/05/2025 14:40:00,SG07,1.098667,-0.686667,0,0
RTIO_MJ_15H225,1/05/2025 14:40:00,SG08,-14.008,14.282667,0,0
RTIO_MJ_15H225,1/05/2025 14:40:00,SG09,-8.926667,9.613333,0,0
RTIO_MJ_15H225,1/05/2025 14:40:00,SG10,-20.188,20.874667,0,0
RTIO_MJ_15H225,1/05/2025 14:40:00,SG11,-2.197333,3.021333,0,0
RTIO_MJ_15H225,1/05/2025 14:40:00,SG12,-1.785333,2.472,0,0
RTIO_MJ_15H225,1/05/2025 14:45:00,SG01,21.149333,30.213333,1.58369,5.28E-07
RTIO_MJ_15H225,1/05/2025 14:45:00,SG02,13.596,41.2,1.524223,5.08E-07
RTIO_MJ_15H225,1/05/2025 14:45:00,SG03,9.338667,24.445333,0.638413,7.09E-08
RTIO_MJ_15H225,1/05/2025 14:45:00,SG04,-5.630667,37.354667,0.796086,8.85E-08
RTIO_MJ_15H225,1/05/2025 14:45:00,SG05,-2.609333,27.878667,0.344222,3.82E-08
RTIO_MJ_15H225,1/05/2025 14:45:00,SG06,-2.197333,32.685333,0.282967,3.14E-08
RTIO_MJ_15H225,1/05/2025 14:45:00,SG07,1.098667,18.814667,0.169304,1.88E-08
RTIO_MJ_15H225,1/05/2025 14:45:00,SG08,-3.296,24.994667,0.111892,1.24E-08
RTIO_MJ_15H225,1/05/2025 14:45:00,SG09,0.412,23.896,0.212929,2.37E-08
RTIO_MJ_15H225,1/05/2025 14:45:00,SG10,-8.102667,35.157333,0.285498,3.17E-08
RTIO_MJ_15H225,1/05/2025 14:45:00,SG11,21.424,37.629333,1.27472,4.25E-07
RTIO_MJ_15H225,1/05/2025 14:45:00,SG12,16.205333,45.457333,1.454309,4.85E-07
RTIO_MJ_15H225,1/05/2025 14:50:00,SG01,53.422667,47.654667,7.669292,2.56E-06
RTIO_MJ_15H225,1/05/2025 14:50:00,SG02,25.269333,47.242667,3.894141,1.30E-06
RTIO_MJ_15H225,1/05/2025 14:50:00,SG03,20.325333,50.126667,6.168395,6.85E-07
RTIO_MJ_15H225,1/05/2025 14:50:00,SG04,7.828,49.852,4.245744,4.72E-07
RTIO_MJ_15H225,1/05/2025 14:50:00,SG05,31.724,33.509333,4.752932,5.28E-07
RTIO_MJ_15H225,1/05/2025 14:50:00,SG06,9.338667,30.488,1.672873,1.86E-07
RTIO_MJ_15H225,1/05/2025 14:50:00,SG07,28.565333,25.544,2.64551,2.94E-07
RTIO_MJ_15H225,1/05/2025 14:50:00,SG08,6.042667,23.484,0.672913,7.48E-08
RTIO_MJ_15H225,1/05/2025 14:50:00,SG09,15.106667,33.372,1.635099,1.82E-07
RTIO_MJ_15H225,1/05/2025 14:50:00,SG10,4.532,46.556,1.915068,2.13E-07
RTIO_MJ_15H225,1/05/2025 14:50:00,SG11,26.230667,45.182667,3.446196,1.15E-06
RTIO_MJ_15H225,1/05/2025 14:50:00,SG12,25.956,48.753333,3.51572,1.17E-06
RTIO_MJ_15H225,1/05/2025 14:55:00,SG01,37.766667,67.430667,14.090779,4.70E-06
RTIO_MJ_15H225,1/05/2025 14:55:00,SG02,50.538667,44.221333,11.972539,3.99E-06
RTIO_MJ_15H225,1/05/2025 14:55:00,SG03,25.681333,55.894667,12.419317,1.38E-06
RTIO_MJ_15H225,1/05/2025 14:55:00,SG04,4.12,60.426667,7.842172,8.71E-07
RTIO_MJ_15H225,1/05/2025 14:55:00,SG05,22.66,51.362667,10.605853,1.18E-06
RTIO_MJ_15H225,1/05/2025 14:55:00,SG06,28.565333,44.770667,13.300533,1.48E-06
RTIO_MJ_15H225,1/05/2025 14:55:00,SG07,19.089333,40.650667,5.686369,6.32E-07
RTIO_MJ_15H225,1/05/2025 14:55:00,SG08,25.269333,34.745333,6.847557,7.61E-07
RTIO_MJ_15H225,1/05/2025 14:55:00,SG09,16.617333,37.904,6.21921,6.91E-07
RTIO_MJ_15H225,1/05/2025 14:55:00,SG10,12.085333,48.066667,8.283073,9.20E-07
RTIO_MJ_15H225,1/05/2025 14:55:00,SG11,24.033333,52.324,6.125862,2.04E-06
RTIO_MJ_15H225,1/05/2025 14:55:00,SG12,26.368,51.362667,7.438708,2.48E-06
RTIO_MJ_15H225,1/05/2025 15:00:00,SG01,51.912,52.186667,34.456579,1.15E-05
RTIO_MJ_15H225,1/05/2025 15:00:00,SG02,27.604,51.774667,19.827968,6.61E-06
RTIO_MJ_15H225,1/05/2025 15:00:00,SG03,27.192,45.182667,16.338728,1.82E-06
RTIO_MJ_15H225,1/05/2025 15:00:00,SG04,7.416,58.504,14.031324,1.56E-06
RTIO_MJ_15H225,1/05/2025 15:00:00,SG05,28.977333,44.908,17.429644,1.94E-06
RTIO_MJ_15H225,1/05/2025 15:00:00,SG06,23.758667,50.401333,15.131935,1.68E-06
RTIO_MJ_15H225,1/05/2025 15:00:00,SG07,24.72,31.586667,9.232754,1.03E-06
RTIO_MJ_15H225,1/05/2025 15:00:00,SG08,19.226667,38.590667,7.193831,7.99E-07
RTIO_MJ_15H225,1/05/2025 15:00:00,SG09,20.050667,58.229333,14.864214,1.65E-06
RTIO_MJ_15H225,1/05/2025 15:00:00,SG10,12.085333,68.392,16.849598,1.87E-06
RTIO_MJ_15H225,1/05/2025 15:00:00,SG11,40.650667,59.877333,16.290535,5.43E-06
RTIO_MJ_15H225,1/05/2025 15:00:00,SG12,25.132,54.384,12.975247,4.33E-06
RTIO_MJ_15H225,1/05/2025 15:05:00,SG01,71.962667,49.989333,33.383649,1.11E-05
RTIO_MJ_15H225,1/05/2025 15:05:00,SG02,40.788,54.384,20.008211,6.67E-06
RTIO_MJ_15H225,1/05/2025 15:05:00,SG03,18.402667,43.672,19.203888,2.13E-06
RTIO_MJ_15H225,1/05/2025 15:05:00,SG04,8.652,53.972,17.900021,1.99E-06
RTIO_MJ_15H225,1/05/2025 15:05:00,SG05,27.466667,59.602667,33.350311,3.71E-06
RTIO_MJ_15H225,1/05/2025 15:05:00,SG06,22.934667,56.169333,25.72114,2.86E-06
RTIO_MJ_15H225,1/05/2025 15:05:00,SG07,27.466667,41.749333,17.77169,1.97E-06
RTIO_MJ_15H225,1/05/2025 15:05:00,SG08,17.716,44.221333,11.631685,1.29E-06
RTIO_MJ_15H225,1/05/2025 15:05:00,SG09,23.484,53.422667,16.742299,1.86E-06
RTIO_MJ_15H225,1/05/2025 15:05:00,SG10,14.008,65.370667,17.940051,1.99E-06
RTIO_MJ_15H225,1/05/2025 15:05:00,SG11,35.706667,54.933333,17.726054,5.91E-06
RTIO_MJ_15H225,1/05/2025 15:05:00,SG12,28.153333,56.306667,17.052508,5.68E-06
RTIO_MJ_15H225,1/05/2025 15:10:00,SG01,51.5,54.521333,40.128628,1.34E-05
RTIO_MJ_15H225,1/05/2025 15:10:00,SG02,57.405333,61.525333,33.060446,1.10E-05
RTIO_MJ_15H225,1/05/2025 15:10:00,SG03,23.346667,47.517333,23.212055,2.58E-06
RTIO_MJ_15H225,1/05/2025 15:10:00,SG04,15.381333,69.078667,25.499918,2.83E-06
RTIO_MJ_15H225,1/05/2025 15:10:00,SG05,23.758667,46.006667,18.159994,2.02E-06
RTIO_MJ_15H225,1/05/2025 15:10:00,SG06,30.9,52.736,23.720437,2.64E-06
RTIO_MJ_15H225,1/05/2025 15:10:00,SG07,21.424,34.882667,9.47463,1.05E-06
RTIO_MJ_15H225,1/05/2025 15:10:00,SG08,26.78,46.144,13.340631,1.48E-06
RTIO_MJ_15H225,1/05/2025 15:10:00,SG09,23.072,52.186667,16.072043,1.79E-06
RTIO_MJ_15H225,1/05/2025 15:10:00,SG10,14.008,63.86,18.395393,2.04E-06
RTIO_MJ_15H225,1/05/2025 15:10:00,SG11,37.904,59.877333,20.243899,6.75E-06
RTIO_MJ_15H225,1/05/2025 15:10:00,SG12,37.629333,61.525333,19.117969,6.37E-06
RTIO_MJ_15H225,1/05/2025 15:15:00,SG01,56.718667,50.264,34.132049,1.14E-05
RTIO_MJ_15H225,1/05/2025 15:15:00,SG02,43.397333,62.761333,28.491404,9.50E-06
RTIO_MJ_15H225,1/05/2025 15:15:00,SG03,23.758667,38.865333,16.744099,1.86E-06
RTIO_MJ_15H225,1/05/2025 15:15:00,SG04,5.218667,55.070667,15.513249,1.72E-06
RTIO_MJ_15H225,1/05/2025 15:15:00,SG05,23.758667,55.482667,31.627368,3.51E-06
RTIO_MJ_15H225,1/05/2025 15:15:00,SG06,36.530667,57.268,42.842594,4.76E-06
RTIO_MJ_15H225,1/05/2025 15:15:00,SG07,21.836,38.728,14.955607,1.66E-06
RTIO_MJ_15H225,1/05/2025 15:15:00,SG08,28.702667,42.710667,19.797526,2.20E-06
RTIO_MJ_15H225,1/05/2025 15:15:00,SG09,17.029333,50.676,20.775539,2.31E-06
RTIO_MJ_15H225,1/05/2025 15:15:00,SG10,9.064,61.937333,24.999686,2.78E-06
RTIO_MJ_15H225,1/05/2025 15:15:00,SG11,21.424,55.345333,12.47758,4.16E-06
RTIO_MJ_15H225,1/05/2025 15:15:00,SG12,30.488,64.272,15.090349,5.03E-06
RTIO_MJ_15H225,1/05/2025 15:20:00,SG01,52.598667,48.478667,72.318505,2.41E-05
RTIO_MJ_15H225,1/05/2025 15:20:00,SG02,44.496,51.774667,37.24932,1.24E-05
RTIO_MJ_15H225,1/05/2025 15:20:00,SG03,23.346667,32.410667,19.534776,2.17E-06
RTIO_MJ_15H225,1/05/2025 15:20:00,SG04,7.416,44.084,16.541174,1.84E-06
RTIO_MJ_15H225,1/05/2025 15:20:00,SG05,26.78,41.886667,30.246545,3.36E-06
RTIO_MJ_15H225,1/05/2025 15:20:00,SG06,15.793333,42.161333,18.851635,2.09E-06
RTIO_MJ_15H225,1/05/2025 15:20:00,SG07,23.621333,34.608,19.448864,2.16E-06
RTIO_MJ_15H225,1/05/2025 15:20:00,SG08,12.497333,34.058667,10.086169,1.12E-06
RTIO_MJ_15H225,1/05/2025 15:20:00,SG09,21.561333,23.209333,3.472016,3.86E-07
RTIO_MJ_15H225,1/05/2025 15:20:00,SG10,13.596,33.646667,3.322372,3.69E-07
RTIO_MJ_15H225,1/05/2025 15:20:00,SG11,25.956,50.813333,18.929597,6.31E-06
RTIO_MJ_15H225,1/05/2025 15:20:00,SG12,26.368,61.937333,16.789601,5.60E-06
RTIO_MJ_15H225,1/05/2025 15:25:00,SG01,57.542667,45.045333,37.098407,1.24E-05
RTIO_MJ_15H225,1/05/2025 15:25:00,SG02,31.724,52.461333,25.591918,8.53E-06
RTIO_MJ_15H225,1/05/2025 15:25:00,SG03,25.956,30.9,8.556358,9.51E-07
RTIO_MJ_15H225,1/05/2025 15:25:00,SG04,4.806667,42.573333,7.112211,7.90E-07
RTIO_MJ_15H225,1/05/2025 15:25:00,SG05,29.801333,36.256,12.088891,1.34E-06
RTIO_MJ_15H225,1/05/2025 15:25:00,SG06,30.9,39.964,12.605027,1.40E-06
RTIO_MJ_15H225,1/05/2025 15:25:00,SG07,27.466667,27.741333,7.505484,8.34E-07
RTIO_MJ_15H225,1/05/2025 15:25:00,SG08,26.505333,32.136,6.860961,7.62E-07
RTIO_MJ_15H225,1/05/2025 15:25:00,SG09,15.930667,12.634667,0.706558,7.85E-08
RTIO_MJ_15H225,1/05/2025 15:25:00,SG10,5.356,24.994667,0.679414,7.55E-08
RTIO_MJ_15H225,1/05/2025 15:25:00,SG11,34.196,46.693333,8.956191,2.99E-06
RTIO_MJ_15H225,1/05/2025 15:25:00,SG12,23.346667,50.676,9.444286,3.15E-06
RTIO_MJ_15H225,1/05/2025 15:30:00,SG01,72.649333,48.478667,33.758998,1.13E-05
RTIO_MJ_15H225,1/05/2025 15:30:00,SG02,46.006667,48.341333,29.307822,9.77E-06
RTIO_MJ_15H225,1/05/2025 15:30:00,SG03,15.381333,34.333333,11.710002,1.30E-06
RTIO_MJ_15H225,1/05/2025 15:30:00,SG04,7.828,43.397333,13.711703,1.52E-06
RTIO_MJ_15H225,1/05/2025 15:30:00,SG05,33.234667,38.865333,23.056385,2.56E-06
RTIO_MJ_15H225,1/05/2025 15:30:00,SG06,22.934667,46.281333,23.045905,2.56E-06
RTIO_MJ_15H225,1/05/2025 15:30:00,SG07,32.685333,27.466667,12.832109,1.43E-06
RTIO_MJ_15H225,1/05/2025 15:30:00,SG08,19.226667,36.256,11.502895,1.28E-06
RTIO_MJ_15H225,1/05/2025 15:30:00,SG09,18.128,45.045333,9.677154,1.08E-06
RTIO_MJ_15H225,1/05/2025 15:30:00,SG10,9.064,57.405333,11.536537,1.28E-06
RTIO_MJ_15H225,1/05/2025 15:30:00,SG11,20.188,44.084,8.947814,2.98E-06
RTIO_MJ_15H225,1/05/2025 15:30:00,SG12,20.325333,51.088,11.338719,3.78E-06
RTIO_MJ_15H225,1/05/2025 16:18:02,SG01,-4.12,23.484,0.323707,4.24E-08
RTIO_MJ_15H225,1/05/2025 16:18:02,SG02,0,32.410667,0.76629,1.00E-07
RTIO_MJ_15H225,1/05/2025 16:18:02,SG03,-0.686667,25.544,1.305206,5.70E-08
RTIO_MJ_15H225,1/05/2025 16:18:02,SG04,-16.205333,41.062667,1.41167,6.17E-08
RTIO_MJ_15H225,1/05/2025 16:18:02,SG05,-12.36,24.170667,0.119582,5.23E-09
RTIO_MJ_15H225,1/05/2025 16:18:02,SG06,-3.296,28.565333,0.65887,2.88E-08
RTIO_MJ_15H225,1/05/2025 16:18:02,SG07,-7.141333,16.068,0.027362,1.20E-09
RTIO_MJ_15H225,1/05/2025 16:18:02,SG08,-1.785333,20.737333,0.229827,1.00E-08
RTIO_MJ_15H225,1/05/2025 16:18:02,SG09,-1.373333,30.350667,2.420662,1.06E-07
RTIO_MJ_15H225,1/05/2025 16:18:02,SG10,-10.712,37.904,2.558337,1.12E-07
RTIO_MJ_15H225,1/05/2025 16:18:02,SG11,2.884,40.238667,1.539161,2.02E-07
RTIO_MJ_15H225,1/05/2025 16:18:02,SG12,-2.197333,42.710667,1.41411,1.85E-07
RTIO_MJ_15H225,1/05/2025 16:20:00,SG01,59.053333,62.074667,48.252837,1.61E-05
RTIO_MJ_15H225,1/05/2025 16:20:00,SG02,38.865333,49.852,28.634954,9.54E-06
RTIO_MJ_15H225,1/05/2025 16:20:00,SG03,24.445333,42.161333,17.224496,1.91E-06
RTIO_MJ_15H225,1/05/2025 16:20:00,SG04,11.673333,48.341333,17.083207,1.90E-06
RTIO_MJ_15H225,1/05/2025 16:20:00,SG05,41.886667,46.418667,37.588389,4.18E-06
RTIO_MJ_15H225,1/05/2025 16:20:00,SG06,56.169333,39.964,35.15021,3.91E-06
RTIO_MJ_15H225,1/05/2025 16:20:00,SG07,37.629333,32.273333,19.736953,2.19E-06
RTIO_MJ_15H225,1/05/2025 16:20:00,SG08,45.457333,30.625333,16.841538,1.87E-06
RTIO_MJ_15H225,1/05/2025 16:20:00,SG09,40.376,67.018667,30.993749,3.44E-06
RTIO_MJ_15H225,1/05/2025 16:20:00,SG10,35.432,80.889333,40.710542,4.52E-06
RTIO_MJ_15H225,1/05/2025 16:20:00,SG11,26.230667,67.705333,17.008675,5.67E-06
RTIO_MJ_15H225,1/05/2025 16:20:00,SG12,37.629333,49.989333,17.244081,5.75E-06
RTIO_MJ_15H225,1/05/2025 16:25:00,SG01,32.96,61.662667,20.251672,6.75E-06
RTIO_MJ_15H225,1/05/2025 16:25:00,SG02,19.638667,76.632,18.201896,6.07E-06
RTIO_MJ_15H225,1/05/2025 16:25:00,SG03,7.553333,56.993333,16.308996,1.81E-06
RTIO_MJ_15H225,1/05/2025 16:25:00,SG04,-7.141333,80.065333,19.632882,2.18E-06
RTIO_MJ_15H225,1/05/2025 16:25:00,SG05,-5.218667,52.873333,6.616521,7.35E-07
RTIO_MJ_15H225,1/05/2025 16:25:00,SG06,0.686667,65.508,13.155086,1.46E-06
RTIO_MJ_15H225,1/05/2025 16:25:00,SG07,-2.197333,41.337333,3.624054,4.03E-07
RTIO_MJ_15H225,1/05/2025 16:25:00,SG08,1.510667,52.598667,6.406924,7.12E-07
RTIO_MJ_15H225,1/05/2025 16:25:00,SG09,14.008,59.465333,14.449558,1.61E-06
RTIO_MJ_15H225,1/05/2025 16:25:00,SG10,13.321333,69.490667,18.964081,2.11E-06
RTIO_MJ_15H225,1/05/2025 16:25:00,SG11,18.677333,53.422667,7.511944,2.50E-06
RTIO_MJ_15H225,1/05/2025 16:25:00,SG12,13.870667,61.250667,9.369265,3.12E-06
RTIO_MJ_15H225,1/05/2025 16:30:00,SG01,19.226667,48.066667,6.368439,2.12E-06
RTIO_MJ_15H225,1/05/2025 16:30:00,SG02,9.750667,56.306667,5.245374,1.75E-06
RTIO_MJ_15H225,1/05/2025 16:30:00,SG03,8.24,61.525333,11.412703,1.27E-06
RTIO_MJ_15H225,1/05/2025 16:30:00,SG04,-7.828,75.533333,11.112918,1.23E-06
RTIO_MJ_15H225,1/05/2025 16:30:00,SG05,-0.274667,52.873333,4.403914,4.89E-07
RTIO_MJ_15H225,1/05/2025 16:30:00,SG06,-8.652,55.345333,3.198261,3.55E-07
RTIO_MJ_15H225,1/05/2025 16:30:00,SG07,2.609333,40.238667,2.164103,2.40E-07
RTIO_MJ_15H225,1/05/2025 16:30:00,SG08,-7.828,43.122667,1.399087,1.55E-07
RTIO_MJ_15H225,1/05/2025 16:30:00,SG09,3.021333,50.676,6.195115,6.88E-07
RTIO_MJ_15H225,1/05/2025 16:30:00,SG10,-3.570667,60.838667,6.76408,7.52E-07
RTIO_MJ_15H225,1/05/2025 16:30:00,SG11,14.557333,57.954667,4.788601,1.60E-06
RTIO_MJ_15H225,1/05/2025 16:30:00,SG12,22.934667,60.426667,5.820363,1.94E-06
RTIO_MJ_15H225,1/05/2025 16:35:00,SG01,42.024,67.018667,23.427003,7.81E-06
RTIO_MJ_15H225,1/05/2025 16:35:00,SG02,34.745333,71.825333,21.11259,7.04E-06
RTIO_MJ_15H225,1/05/2025 16:35:00,SG03,35.02,57.405333,36.521599,4.06E-06
RTIO_MJ_15H225,1/05/2025 16:35:00,SG04,27.054667,83.361333,48.250231,5.36E-06
RTIO_MJ_15H225,1/05/2025 16:35:00,SG05,9.338667,56.993333,14.237914,1.58E-06
RTIO_MJ_15H225,1/05/2025 16:35:00,SG06,16.617333,63.997333,19.403736,2.16E-06
RTIO_MJ_15H225,1/05/2025 16:35:00,SG07,11.261333,46.968,7.780932,8.65E-07
RTIO_MJ_15H225,1/05/2025 16:35:00,SG08,15.106667,50.264,9.957092,1.11E-06
RTIO_MJ_15H225,1/05/2025 16:35:00,SG09,4.532,48.478667,10.191058,1.13E-06
RTIO_MJ_15H225,1/05/2025 16:35:00,SG10,-1.648,58.916,12.813769,1.42E-06
RTIO_MJ_15H225,1/05/2025 16:35:00,SG11,27.054667,53.010667,12.957274,4.32E-06
RTIO_MJ_15H225,1/05/2025 16:35:00,SG12,24.445333,64.272,13.584913,4.53E-06
RTIO_MJ_15H225,1/05/2025 16:40:00,SG01,23.484,71.550667,5.724261,1.91E-06
RTIO_MJ_15H225,1/05/2025 16:40:00,SG02,13.870667,48.341333,3.00362,1.00E-06
RTIO_MJ_15H225,1/05/2025 16:40:00,SG03,3.708,65.645333,6.239806,6.93E-07
RTIO_MJ_15H225,1/05/2025 16:40:00,SG04,-7.141333,70.589333,5.271696,5.86E-07
RTIO_MJ_15H225,1/05/2025 16:40:00,SG05,-6.729333,63.722667,3.309494,3.68E-07
RTIO_MJ_15H225,1/05/2025 16:40:00,SG06,-11.261333,50.126667,1.795206,1.99E-07
RTIO_MJ_15H225,1/05/2025 16:40:00,SG07,1.785333,50.813333,2.365394,2.63E-07
RTIO_MJ_15H225,1/05/2025 16:40:00,SG08,-7.828,38.178667,0.787963,8.76E-08
RTIO_MJ_15H225,1/05/2025 16:40:00,SG09,2.746667,39.414667,1.225675,1.36E-07
RTIO_MJ_15H225,1/05/2025 16:40:00,SG10,-7.004,50.264,1.363669,1.52E-07
RTIO_MJ_15H225,1/05/2025 16:40:00,SG11,-3.708,52.736,1.738386,5.79E-07
RTIO_MJ_15H225,1/05/2025 16:40:00,SG12,-2.884,54.384,2.314935,7.72E-07
RTIO_MJ_15H225,1/05/2025 16:45:00,SG01,12.085333,47.654667,6.185167,2.06E-06
RTIO_MJ_15H225,1/05/2025 16:45:00,SG02,6.042667,57.817333,6.465933,2.16E-06
RTIO_MJ_15H225,1/05/2025 16:45:00,SG03,4.806667,58.504,13.023876,1.45E-06
RTIO_MJ_15H225,1/05/2025 16:45:00,SG04,-10.162667,76.632,12.973934,1.44E-06
RTIO_MJ_15H225,1/05/2025 16:45:00,SG05,-10.849333,60.701333,5.333497,5.93E-07
RTIO_MJ_15H225,1/05/2025 16:45:00,SG06,-11.261333,65.508,5.624029,6.25E-07
RTIO_MJ_15H225,1/05/2025 16:45:00,SG07,-5.630667,45.045333,2.660978,2.96E-07
RTIO_MJ_15H225,1/05/2025 16:45:00,SG08,-9.338667,50.676,2.563014,2.85E-07
RTIO_MJ_15H225,1/05/2025 16:45:00,SG09,1.236,56.444,7.235146,8.04E-07
RTIO_MJ_15H225,1/05/2025 16:45:00,SG10,-8.102667,67.568,8.419418,9.35E-07
RTIO_MJ_15H225,1/05/2025 16:45:00,SG11,2.197333,56.032,3.849816,1.28E-06
RTIO_MJ_15H225,1/05/2025 16:45:00,SG12,-6.592,56.306667,3.897695,1.30E-06
RTIO_MJ_15H225,1/05/2025 16:50:00,SG01,53.422667,61.662667,28.291142,9.43E-06
RTIO_MJ_15H225,1/05/2025 16:50:00,SG02,30.213333,66.881333,26.55928,8.85E-06
RTIO_MJ_15H225,1/05/2025 16:50:00,SG03,16.205333,53.56,21.536727,2.39E-06
RTIO_MJ_15H225,1/05/2025 16:50:00,SG04,-1.785333,75.533333,23.758183,2.64E-06
RTIO_MJ_15H225,1/05/2025 16:50:00,SG05,13.870667,60.426667,21.993258,2.44E-06
