Device Date/Time,TOTAL FUEL USED,ENGINE HOURS,Speed,GPS Latitude,GPS Longitude,GPS Altitude,Internal Temperature,Supply Voltage,System Voltage,Supply Hours,ENGINE SPEED,COOLANT TEMP,ENGINE LOAD,THROTTLE,FUEL RATE,INTAKE TEMP,CABIN CURRENT TEMP,CABIN TARGET TEMP,AC1 VENT TEMP,AC1 DISCHARGE LINE T,AC1 EVAP TEMP,AC1 EVAP FAN SPEED,AC1 DISCHARGE PRES,AC1 SUCTION PRES,CABIN PRESSURE,SPOTTER M CO2,SPOTTER M HUMIDITY,SPOTTER A CO2,SPOTTER A HUMIDITY,SPOTTER A TEMP,AC2 VENT TEMP,AC2 DISCHARGE LINE T,AC2 EVAP TEMP,AC2 EVAP FAN SPEED,AC2 DISCHARGE PRES,AC2 SUCTION PRES,AC3 VENT TEMP,AC3 DISCHARGE LINE T,AC3 EVAP TEMP,AC3 EVAP FAN SPEED,AC3 DISCHARGE PRES,AC3 SUCTION PRES,BMS1 SOC,BMS1 SOH,BMS2 SOC,BMS2 SOH,BMS3 SOC,BMS3 SOH,BMS1 VOLTAGE,BMS1 CURRENT,BMS1 TEMPERATURE,BMS2 VOLTAGE,BMS2 CURRENT,BMS2 TEMPERATURE,BMS3 VOLTAGE,BMS3 CURRENT,BMS3 TEMPERATURE,Vibration,FUEL USED DELTA,Estimated CO2 (kg)
2025-05-01 03:35:00+00:00,21.5,0.0,0.32,-21.72854,116.19565533333335,180.54666666666665,23.920666666666666,26.892,4.164,1295.178,1846.6133333333335,80.86666666666666,86.93333333333334,34.77333333333333,297.72,52.266666666666666,19.0,16.0,5.6,36.0,1.3333333333333333,130.0,136.26666666666668,25.266666666666666,142.66666666666666,675.3333333333334,28.466666666666665,483.6666666666667,24.0,33.0,5.0,36.53333333333333,1.4,100.0,139.4,26.066666666666666,8.2,36.2,3.533333333333333,130.0,136.46666666666667,30.333333333333332,81.0,100.0,94.0,100.0,97.0,100.0,28.1,0.0,22.9,28.0,0.0,23.566666666666666,28.0,0.0,20.9,2836,21.5,57.62
2025-05-01 03:40:00+00:00,13.0,0.0,0.2733333333333333,-21.728552,116.195726,179.94,23.523333333333333,26.923333333333336,4.166,1295.2606666666666,1502.7466666666667,81.0,62.2,24.88,199.73333333333332,51.6,19.4,16.0,5.333333333333333,36.93333333333333,1.7333333333333334,130.0,136.4,25.666666666666668,107.73333333333333,1051.8,28.266666666666666,485.53333333333336,24.0,33.0,5.0,37.6,1.5333333333333334,100.0,138.6,26.466666666666665,8.6,37.4,5.133333333333334,130.0,134.66666666666666,31.8,80.73333333333333,100.0,93.86666666666666,100.0,96.8,100.0,27.386666666666667,-4.12,22.9,27.38,-0.7266666666666661,23.033333333333335,27.38,-7.006666666666667,20.9,1652,13.0,34.84
2025-05-01 03:45:00+00:00,15.0,0.0,0.9466666666666667,-21.728504666666666,116.19633933333333,178.09333333333333,23.266000000000002,26.892,4.17,1295.3446666666666,1882.0600000000002,80.66666666666667,55.0,22.0,192.41333333333333,50.2,19.0,16.0,5.066666666666666,35.666666666666664,1.0,130.0,131.06666666666666,25.0,155.06666666666666,432.6666666666667,28.733333333333334,470.6666666666667,24.0,33.0,5.0,36.0,1.9333333333333333,100.0,131.8,26.533333333333335,8.333333333333334,36.333333333333336,4.8,130.0,128.8,31.533333333333335,81.0,100.0,94.0,100.0,97.0,100.0,28.060000000000002,7.52,22.9,28.0,5.626666666666667,23.9,27.993333333333332,5.5600000000000005,20.9,2076,15.0,40.2
2025-05-01 03:50:00+00:00,15.0,0.0,0.6666666666666666,-21.728089333333333,116.197562,172.18666666666667,22.935333333333332,26.868,4.164666666666666,1295.428,1882.8333333333333,80.2,57.0,22.8,199.32000000000002,50.0,19.0,16.0,5.0,35.0,1.0666666666666667,130.0,132.2,24.466666666666665,147.93333333333334,483.06666666666666,28.0,476.2,24.0,33.0,5.0,35.0,1.1333333333333333,100.0,134.8,26.0,8.0,35.06666666666667,3.6666666666666665,130.0,131.73333333333332,30.533333333333335,81.0,100.0,94.0,100.0,97.0,100.0,28.1,0.0,22.9,28.0,0.0,23.9,28.006666666666668,0.0,20.9,1848,15.0,40.2
2025-05-01 03:55:00+00:00,14.5,0.0,0.16,-21.72782533333333,116.197772,174.95333333333335,22.662,26.92666666666667,4.168666666666667,1295.5106666666666,1879.9866666666667,80.06666666666666,52.666666666666664,21.066666666666666,191.37333333333333,51.06666666666667,19.0,16.0,5.666666666666667,37.266666666666666,1.9333333333333333,130.0,140.33333333333334,25.133333333333333,153.6,632.2666666666667,29.066666666666666,482.46666666666664,24.0,33.0,5.0,38.06666666666667,1.4,100.0,142.46666666666667,26.066666666666666,8.6,37.733333333333334,5.2,130.0,138.4,31.4,81.0,100.0,94.0,100.0,97.0,100.0,28.1,0.0,22.9,28.0,0.0,23.633333333333333,28.0,0.0,20.9,1356,14.5,38.86
2025-05-01 04:00:00+00:00,4.5,0.0,0.0,-21.727824666666667,116.197688,175.17333333333332,22.493999999999996,26.896666666666665,4.167333333333334,1295.5946666666666,1236.96,82.0,24.666666666666668,9.866666666666667,57.68,50.266666666666666,19.0,16.0,5.066666666666666,35.266666666666666,1.0,130.0,127.53333333333333,25.466666666666665,109.73333333333333,199.26666666666668,29.0,494.06666666666666,23.066666666666666,33.0,5.066666666666666,35.6,1.2666666666666666,100.0,127.93333333333334,27.2,7.533333333333333,36.13333333333333,4.6,130.0,127.8,31.066666666666666,80.66666666666667,100.0,93.73333333333333,100.0,96.66666666666667,100.0,27.086666666666666,-19.426666666666666,22.9,27.08,-16.586666666666666,22.9,27.113333333333333,-13.16,20.9,804,4.5,12.06
2025-05-01 04:05:00+00:00,6.5,0.0,0.0,-21.727825333333335,116.19769666666666,174.06666666666666,22.245333333333335,26.858,4.163333333333333,1295.678,1379.0733333333333,81.73333333333333,32.8,13.120000000000001,91.32,50.46666666666667,19.0,16.0,5.4,34.2,1.2666666666666666,130.0,125.4,26.4,146.86666666666667,288.93333333333334,30.0,483.8,23.0,33.0,5.466666666666667,34.0,1.2666666666666666,100.0,127.26666666666667,27.533333333333335,7.8,35.0,4.6,130.0,127.93333333333334,31.133333333333333,79.33333333333333,100.0,92.73333333333333,100.0,95.8,100.0,26.80666666666667,12.886666666666665,22.9,26.846666666666668,11.766666666666667,23.366666666666667,26.826666666666664,9.626666666666667,20.9,876,6.5,17.42
2025-05-01 04:10:00+00:00,20.0,0.0,0.1,-21.727837333333333,116.19772933333334,175.53333333333333,22.104,26.860000000000003,4.164666666666666,1295.7606666666666,1864.0733333333333,80.6,71.8,28.720000000000002,249.92666666666668,51.666666666666664,19.0,16.0,5.2,34.53333333333333,1.6,130.0,130.86666666666667,26.0,147.4,269.6,30.4,511.53333333333336,23.0,33.0,5.0,35.0,1.2666666666666666,100.0,133.66666666666666,27.133333333333333,7.466666666666667,35.6,4.0,130.0,133.0,30.533333333333335,81.0,100.0,94.0,100.0,97.0,100.0,28.066666666666666,2.373333333333333,22.9,28.0,1.5533333333333335,23.9,28.0,1.6266666666666665,20.9,1620,20.0,53.6
2025-05-01 04:15:00+00:00,20.0,0.0,0.56,-21.727822,116.19770466666667,176.82666666666668,21.938666666666666,26.887333333333334,4.165333333333334,1295.8446666666666,1862.4199999999998,80.33333333333333,76.0,30.4,265.75333333333333,51.6,19.0,16.0,5.2,35.6,1.2,130.0,137.8,25.333333333333332,156.33333333333334,447.1333333333333,30.8,521.6,23.0,33.0,5.0,36.266666666666666,1.5333333333333334,100.0,138.86666666666667,26.933333333333334,7.933333333333334,36.53333333333333,4.8,130.0,136.2,31.533333333333335,81.0,100.0,94.0,100.0,97.0,100.0,28.1,0.0,22.9,28.0,0.0,23.9,28.006666666666668,0.0,20.9,2496,20.0,53.6
2025-05-01 04:20:00+00:00,14.5,0.0,0.2866666666666667,-21.72781133333333,116.19769733333334,174.42666666666668,21.844,26.898666666666667,4.166666666666667,1295.928,1873.8933333333334,80.4,56.733333333333334,22.69333333333333,203.6,51.06666666666667,19.0,16.0,5.533333333333333,36.46666666666667,2.0,130.0,140.93333333333334,25.666666666666668,154.8,349.46666666666664,31.0,523.2,23.0,33.0,5.0,37.0,1.4,100.0,142.86666666666667,26.466666666666665,7.933333333333334,37.0,4.933333333333334,130.0,138.73333333333332,31.533333333333335,81.0,100.0,94.0,100.0,97.0,100.0,28.080000000000002,0.0,22.9,28.0,0.0,23.9,28.0,0.0,20.9,2108,14.5,38.86
2025-05-01 04:25:00+00:00,15.5,0.0,0.46,-21.727813333333334,116.19770066666666,179.77333333333334,21.838,26.922666666666665,4.168,1296.0106666666666,1876.02,79.46666666666667,54.666666666666664,21.866666666666667,185.34666666666666,49.333333333333336,19.0,16.0,5.666666666666667,37.93333333333333,2.0,130.0,142.26666666666668,25.333333333333332,154.53333333333333,229.66666666666666,31.0,515.7333333333333,23.0,33.0,5.0,38.86666666666667,1.2,100.0,145.33333333333334,26.0,8.066666666666666,38.4,4.0,130.0,141.6,30.266666666666666,81.0,100.0,94.0,100.0,97.0,100.0,28.1,0.0,22.9,28.0,0.0,23.9,28.0,0.0,20.9,1540,15.5,41.54
2025-05-01 04:30:00+00:00,16.5,0.0,0.5133333333333333,-21.727827333333334,116.19768933333333,178.92666666666668,21.868666666666666,26.860666666666667,4.161333333333333,1296.0946666666666,1869.98,80.4,59.733333333333334,23.89333333333333,199.54,51.0,19.0,16.0,5.2,36.86666666666667,1.4,130.0,141.33333333333334,25.133333333333333,151.93333333333334,370.6666666666667,30.066666666666666,506.8666666666667,23.0,33.0,5.0,37.666666666666664,1.6,100.0,143.46666666666667,26.2,8.466666666666667,37.6,5.266666666666667,130.0,139.06666666666666,31.466666666666665,81.0,100.0,94.0,100.0,97.0,100.0,28.1,0.0,22.9,28.0,0.0,23.9,28.0,0.0,20.9,1808,16.5,44.22
2025-05-01 04:35:00+00:00,17.5,0.0,0.9066666666666666,-21.727809999999998,116.19768599999999,177.67333333333332,21.964,26.89333333333333,4.166,1296.178,1868.2266666666667,80.93333333333334,62.333333333333336,24.933333333333334,211.02,53.266666666666666,19.0,16.0,5.266666666666667,38.13333333333333,2.0,130.0,145.93333333333334,25.866666666666667,146.86666666666667,531.6,30.666666666666668,504.73333333333335,23.0,33.0,4.933333333333334,39.53333333333333,1.2,100.0,149.73333333333332,25.933333333333334,8.133333333333333,38.8,4.0,130.0,144.93333333333334,30.666666666666668,81.0,100.0,94.0,100.0,97.0,100.0,28.1,0.0,22.9,28.0,0.0,23.7,28.0,0.0,20.9,1812,17.5,46.9
