machine_code,cycle_start_time,channel_code,min_stress,max_stress,life,damage,cycle_start_time_5min,sum_payload,count_payload,avg_payload
RTIO_MJ_15H225,2025-05-01 19:50:00,SG01,24.994667,45.457333,12.152735,4.0509116170586e-06,2025-05-01 19:50:00,188.481445,5.0,37.696289
RTIO_MJ_15H225,2025-05-01 19:55:00,SG01,33.234667,53.422667,21.660891,7.2202969431316e-06,2025-05-01 19:55:00,232.449631,6.0,38.741605166666666
RTIO_MJ_15H225,2025-05-01 20:00:00,SG01,38.590667,47.242667,17.577625,5.85920846338694e-06,2025-05-01 20:00:00,27.239932,1.0,27.239932
RTIO_MJ_15H225,2025-05-01 20:05:00,SG01,34.058667,62.074667,26.73141,8.91046988852376e-06,2025-05-01 20:05:00,322.295744,9.0,35.810638222222224
RTIO_MJ_15H225,2025-05-01 20:10:00,SG01,48.478667,59.053333,27.471966,9.15732215248438e-06,2025-05-01 20:10:00,257.210937,8.0,32.151367125
RTIO_MJ_15H225,2025-05-01 20:15:00,SG01,46.556,48.066667,37.83835,1.26127834052517e-05,2025-05-01 20:15:00,17.599335,1.0,17.599335
RTIO_MJ_15H225,2025-05-01 20:20:00,SG01,16.617333,37.492,0.909612,3.03204096594318e-07,,,,
RTIO_MJ_15H225,2025-05-01 20:25:00,SG01,25.681333,30.625333,5.288011,1.7626704136321e-06,2025-05-01 20:25:00,61.467937000000006,2.0,30.733968500000003
RTIO_MJ_15H225,2025-05-01 20:30:00,SG01,30.625333,45.457333,14.26436,4.75478660880938e-06,2025-05-01 20:30:00,289.777876,8.0,36.2222345
RTIO_MJ_15H225,2025-05-01 20:35:00,SG01,27.192,53.422667,18.880716,6.29357188644973e-06,2025-05-01 20:35:00,160.420877,5.0,32.0841754
RTIO_MJ_15H225,2025-05-01 20:40:00,SG01,33.234667,35.157333,10.01789,3.33929671726669e-06,2025-05-01 20:40:00,99.46453,3.0,33.15484333333333
RTIO_MJ_15H225,2025-05-01 20:45:00,SG01,24.994667,37.492,13.593534,4.53117793892909e-06,2025-05-01 20:45:00,281.785731,8.0,35.223216375
RTIO_MJ_15H225,2025-05-01 20:50:00,SG01,29.938667,39.689333,13.299051,4.43301704594615e-06,2025-05-01 20:50:00,275.228574,8.0,34.40357175
RTIO_MJ_15H225,2025-05-01 20:55:00,SG01,26.093333,40.788,16.188353,5.39611767574698e-06,,,,
RTIO_MJ_15H225,2025-05-01 21:00:00,SG01,34.470667,35.157333,1.78263,5.94209930768925e-07,,,,
RTIO_MJ_15H225,2025-05-01 21:05:00,SG01,36.668,34.058667,10.070326,3.35677538811128e-06,2025-05-01 21:05:00,150.849077,5.0,30.169815399999997
RTIO_MJ_15H225,2025-05-01 21:10:00,SG01,22.248,39.277333,11.064574,3.68819148356296e-06,2025-05-01 21:10:00,264.526969,8.0,33.065871125
RTIO_MJ_15H225,2025-05-01 21:15:00,SG01,18.952,37.08,8.579987,2.85999571817325e-06,2025-05-01 21:15:00,241.48703899999998,7.0,34.498148428571426
RTIO_MJ_15H225,2025-05-01 21:20:00,SG01,28.428,52.598667,20.419868,6.8066227552342e-06,2025-05-01 21:20:00,96.243552,3.0,32.081184
RTIO_MJ_15H225,2025-05-01 21:25:00,SG01,44.633333,39.689333,16.386857,5.46228562094881e-06,2025-05-01 21:25:00,17.920684,1.0,17.920684
RTIO_MJ_15H225,2025-05-01 21:30:00,SG01,25.681333,37.766667,12.725155,4.24171829989219e-06,2025-05-01 21:30:00,271.12945,8.0,33.89118125
RTIO_MJ_15H225,2025-05-01 21:35:00,SG01,23.072,45.732,10.715983,3.57199418249467e-06,2025-05-01 21:35:00,257.768582,7.0,36.82408314285714
RTIO_MJ_15H225,2025-05-01 21:40:00,SG01,41.2,48.478667,11.070478,3.69015923022338e-06,,,,
RTIO_MJ_15H225,2025-05-01 21:45:00,SG01,39.414667,27.604,2.981596,9.93865195387206e-07,,,,
RTIO_MJ_15H225,2025-05-01 21:50:00,SG01,2.609333,-2.197333,0.0,0.0,,,,
RTIO_MJ_15H225,2025-05-01 21:55:00,SG01,31.449333,37.766667,10.699742,3.56658062567822e-06,,,,
RTIO_MJ_15H225,2025-05-01 22:00:00,SG01,34.470667,54.521333,32.015724,1.06719080783963e-05,2025-05-01 22:00:00,292.012935,8.0,36.501616875
RTIO_MJ_15H225,2025-05-01 22:05:00,SG01,28.016,59.74,35.141663,1.17138875136523e-05,2025-05-01 22:05:00,356.62412,9.0,39.624902222222225
RTIO_MJ_15H225,2025-05-01 22:10:00,SG01,37.08,64.684,40.51723,1.35057432831372e-05,2025-05-01 22:10:00,314.86319100000003,8.0,39.357898875000004
RTIO_MJ_15H225,2025-05-01 22:15:00,SG01,40.101333,66.606667,38.805304,1.29351013606778e-05,2025-05-01 22:15:00,348.0441,10.0,34.804410000000004
RTIO_MJ_15H225,2025-05-01 22:20:00,SG01,45.732,61.662667,43.856559,1.4618852916153e-05,2025-05-01 22:20:00,299.487866,9.0,33.27642955555555
RTIO_MJ_15H225,2025-05-01 22:25:00,SG01,50.401333,54.933333,34.531809,1.15106028812518e-05,2025-05-01 22:25:00,146.043382,5.0,29.2086764
RTIO_MJ_15H225,2025-05-01 22:30:00,SG01,25.269333,48.066667,5.180395,1.72679836310912e-06,2025-05-01 22:30:00,70.123313,2.0,35.0616565
RTIO_MJ_15H225,2025-05-01 22:35:00,SG01,44.221333,63.585333,29.753165,9.91772165132903e-06,2025-05-01 22:35:00,340.999068,8.0,42.6248835
RTIO_MJ_15H225,2025-05-01 22:40:00,SG01,49.989333,57.954667,43.168495,1.4389498302245e-05,2025-05-01 22:40:00,155.09136999999998,4.0,38.772842499999996
RTIO_MJ_15H225,2025-05-01 22:45:00,SG01,31.449333,73.885333,26.348912,8.7829708017458e-06,2025-05-01 22:45:00,225.220435,7.0,32.174347857142855
RTIO_MJ_15H225,2025-05-01 22:50:00,SG01,-0.274667,1.098667,0.0,0.0,,,,
RTIO_MJ_15H225,2025-05-01 22:55:00,SG01,0.274667,0.274667,0.0,0.0,,,,
RTIO_MJ_15H225,2025-05-01 23:00:00,SG01,26.505333,53.010667,13.096439,4.36547981762711e-06,2025-05-01 23:00:00,99.781395,3.0,33.260465
RTIO_MJ_15H225,2025-05-01 23:05:00,SG01,24.170667,58.641333,20.815446,6.9384818956052e-06,2025-05-01 23:05:00,322.88349,9.0,35.87594333333333
RTIO_MJ_15H225,2025-05-01 23:10:00,SG01,29.938667,54.521333,22.023717,7.341239107463e-06,2025-05-01 23:10:00,264.271682,7.0,37.75309742857143
RTIO_MJ_15H225,2025-05-01 23:15:00,SG01,60.152,59.74,34.321925,1.14406417602541e-05,2025-05-01 23:15:00,242.151587,7.0,34.59308385714286
RTIO_MJ_15H225,2025-05-01 23:20:00,SG01,45.732,50.264,31.8839,1.06279666066504e-05,2025-05-01 23:20:00,255.613547,8.0,31.951693375
RTIO_MJ_15H225,2025-05-01 23:25:00,SG01,27.192,48.478667,3.863552,1.28785074482243e-06,2025-05-01 23:25:00,52.630437,2.0,26.3152185
RTIO_MJ_15H225,2025-05-01 23:30:00,SG01,30.213333,59.465333,18.930463,6.3101544929095e-06,2025-05-01 23:30:00,237.56511600000002,7.0,33.937873714285715
RTIO_MJ_15H225,2025-05-01 23:35:00,SG01,17.716,64.409333,21.764059,7.25468619862484e-06,2025-05-01 23:35:00,231.667433,6.0,38.61123883333333
RTIO_MJ_15H225,2025-05-01 23:40:00,SG01,21.561333,52.598667,7.951207,2.65040248109608e-06,2025-05-01 23:40:00,149.98823800000002,4.0,37.497059500000006
RTIO_MJ_15H225,2025-05-01 23:45:00,SG01,21.561333,58.229333,11.377687,3.79256249672776e-06,2025-05-01 23:45:00,143.773121,4.0,35.94328025
RTIO_MJ_15H225,2025-05-01 23:50:00,SG01,30.213333,58.641333,21.701417,7.23380557923143e-06,2025-05-01 23:50:00,310.239008,8.0,38.779876
RTIO_MJ_15H225,2025-05-01 23:55:00,SG01,24.582667,57.542667,7.835456,2.61181878386941e-06,2025-05-01 23:55:00,35.514435,1.0,35.514435
RTIO_MJ_15H225,2025-05-02 00:00:00,SG01,21.561333,58.641333,15.056248,5.01874923920121e-06,2025-05-02 00:00:00,242.018877,6.0,40.3364795
RTIO_MJ_15H225,2025-05-02 00:05:00,SG01,21.149333,57.954667,10.673998,3.55799943127216e-06,2025-05-02 00:05:00,202.53751599999998,5.0,40.507503199999995
RTIO_MJ_15H225,2025-05-02 00:10:00,SG01,9.750667,55.208,3.913481,1.30449371406368e-06,2025-05-02 00:10:00,40.386547,1.0,40.386547
RTIO_MJ_15H225,2025-05-02 00:15:00,SG01,-6.042667,10.162667,0.0,0.0,,,,
RTIO_MJ_15H225,2025-05-02 00:20:00,SG01,32.136,51.088,15.367959,5.12265291233003e-06,2025-05-02 00:20:00,241.063377,6.0,40.1772295
RTIO_MJ_15H225,2025-05-02 00:25:00,SG01,53.422667,54.933333,25.408992,8.46966396530841e-06,2025-05-02 00:25:00,231.110428,6.0,38.51840466666667
RTIO_MJ_15H225,2025-05-02 00:30:00,SG01,18.952,55.62,21.037435,7.01247829263062e-06,2025-05-02 00:30:00,288.419011,8.0,36.052376375
RTIO_MJ_15H225,2025-05-02 00:35:00,SG01,21.149333,55.208,21.989392,7.32979740469602e-06,2025-05-02 00:35:00,294.164021,8.0,36.770502625
RTIO_MJ_15H225,2025-05-02 00:40:00,SG01,33.234667,53.697333,29.081278,9.69375924313873e-06,2025-05-02 00:40:00,296.189476,9.0,32.90994177777778
RTIO_MJ_15H225,2025-05-02 00:45:00,SG01,23.072,58.229333,19.582798,6.5275992230343e-06,2025-05-02 00:45:00,202.350879,6.0,33.7251465
RTIO_MJ_15H225,2025-05-02 00:50:00,SG01,-6.042667,12.497333,0.0,0.0,,,,
RTIO_MJ_15H225,2025-05-02 00:55:00,SG01,23.484,51.5,15.593218,5.1977391747657e-06,2025-05-02 00:55:00,245.424657,6.0,40.9041095
RTIO_MJ_15H225,2025-05-02 01:00:00,SG01,31.037333,51.088,20.774116,6.92470539506985e-06,2025-05-02 01:00:00,251.11248899999998,7.0,35.873212714285714
RTIO_MJ_15H225,2025-05-02 01:05:00,SG01,58.641333,49.165333,26.918575,8.97285824833284e-06,2025-05-02 01:05:00,258.11278500000003,7.0,36.87325500000001
RTIO_MJ_15H225,2025-05-02 01:10:00,SG01,51.5,50.676,30.901269,1.03004230698084e-05,2025-05-02 01:10:00,281.417079,8.0,35.177134875
RTIO_MJ_15H225,2025-05-02 01:15:00,SG01,27.604,48.753333,20.53266,6.84421990105785e-06,2025-05-02 01:15:00,265.421687,7.0,37.91738385714286
RTIO_MJ_15H225,2025-05-02 01:20:00,SG01,24.994667,48.753333,12.924263,4.3080878027328e-06,2025-05-02 01:20:00,231.658726,6.0,38.60978766666667
RTIO_MJ_15H225,2025-05-02 01:25:00,SG01,42.024,50.264,20.448117,6.81603911644552e-06,2025-05-02 01:25:00,164.34767,5.0,32.869534
RTIO_MJ_15H225,2025-05-02 01:30:00,SG01,28.016,51.088,23.51825,7.83941674774029e-06,2025-05-02 01:30:00,303.907384,8.0,37.988423
RTIO_MJ_15H225,2025-05-02 01:35:00,SG01,44.221333,53.010667,26.212915,8.73763843450844e-06,2025-05-02 01:35:00,112.834271,4.0,28.20856775
RTIO_MJ_15H225,2025-05-02 01:40:00,SG01,29.526667,51.912,26.252684,8.75089469490487e-06,2025-05-02 01:40:00,271.027875,7.0,38.718267857142855
RTIO_MJ_15H225,2025-05-02 01:45:00,SG01,24.170667,53.422667,20.167834,6.72261148854753e-06,2025-05-02 01:45:00,256.396332,6.0,42.732721999999995
RTIO_MJ_15H225,2025-05-02 01:50:00,SG01,29.938667,50.676,18.145508,6.04850252497129e-06,2025-05-02 01:50:00,270.098349,7.0,38.58547842857143
RTIO_MJ_15H225,2025-05-02 01:55:00,SG01,27.192,45.732,24.91858,8.30619348212033e-06,2025-05-02 01:55:00,215.51806200000001,6.0,35.919677
RTIO_MJ_15H225,2025-05-02 02:00:00,SG01,46.968,47.654667,25.762644,8.58754806441963e-06,2025-05-02 02:00:00,78.506405,4.0,19.62660125
RTIO_MJ_15H225,2025-05-02 02:05:00,SG01,23.484,53.422667,17.546784,5.84892802769718e-06,2025-05-02 02:05:00,209.73781499999998,5.0,41.947562999999995
RTIO_MJ_15H225,2025-05-02 02:10:00,SG01,23.072,51.088,22.745773,7.58192421063237e-06,2025-05-02 02:10:00,279.761954,7.0,39.96599342857143
RTIO_MJ_15H225,2025-05-02 02:15:00,SG01,32.136,50.676,16.458998,5.48633274709926e-06,2025-05-02 02:15:00,56.892638000000005,3.0,18.96421266666667
RTIO_MJ_15H225,2025-05-02 02:20:00,SG01,6.317333,40.101333,0.545108,1.81702684523763e-07,2025-05-02 02:20:00,19.658188,1.0,19.658188
RTIO_MJ_15H225,2025-05-02 02:25:00,SG01,59.465333,57.130667,38.447985,1.28159949254478e-05,2025-05-02 02:25:00,265.22791,7.0,37.88970142857143
RTIO_MJ_15H225,2025-05-02 02:30:00,SG01,48.478667,57.130667,26.138337,8.71277883577038e-06,2025-05-02 02:30:00,276.638601,7.0,39.51980014285714
RTIO_MJ_15H225,2025-05-02 02:35:00,SG01,45.457333,54.933333,36.728352,1.22427841473714e-05,2025-05-02 02:35:00,248.598374,6.0,41.43306233333333
RTIO_MJ_15H225,2025-05-02 02:40:00,SG01,34.470667,53.697333,28.417094,9.47236472711242e-06,2025-05-02 02:40:00,264.913726,7.0,37.844818
RTIO_MJ_15H225,2025-05-02 02:45:00,SG01,40.513333,53.422667,34.377307,1.14591022142257e-05,2025-05-02 02:45:00,258.251349,7.0,36.893049857142856
RTIO_MJ_15H225,2025-05-02 02:50:00,SG01,40.101333,54.109333,26.244479,8.74815962322889e-06,2025-05-02 02:50:00,33.507249,2.0,16.7536245
RTIO_MJ_15H225,2025-05-02 02:55:00,SG01,12.085333,-10.574667,0.0,0.0,,,,
RTIO_MJ_15H225,2025-05-02 03:00:00,SG01,31.037333,49.577333,18.800598,6.26686598512154e-06,2025-05-02 03:00:00,198.994074,5.0,39.7988148
RTIO_MJ_15H225,2025-05-02 03:05:00,SG01,42.436,58.229333,33.37091,1.11236366154844e-05,2025-05-02 03:05:00,235.938339,6.0,39.3230565
RTIO_MJ_15H225,2025-05-02 03:10:00,SG01,47.654667,60.152,35.49519,1.18317299352553e-05,2025-05-02 03:10:00,264.872509,7.0,37.83892985714285
RTIO_MJ_15H225,2025-05-02 03:15:00,SG01,29.938667,53.422667,25.210019,8.40333981007883e-06,2025-05-02 03:15:00,149.414156,4.0,37.353539
RTIO_MJ_15H225,2025-05-02 03:20:00,SG01,35.157333,47.654667,23.574981,7.85832708120302e-06,2025-05-02 03:20:00,238.264048,6.0,39.71067466666667
RTIO_MJ_15H225,2025-05-02 03:25:00,SG01,57.954667,49.165333,29.175693,9.72523108938857e-06,2025-05-02 03:25:00,248.954082,6.0,41.492347
RTIO_MJ_15H225,2025-05-02 03:30:00,SG01,26.78,61.250667,21.932665,7.31088840210485e-06,2025-05-02 03:30:00,216.463336,6.0,36.077222666666664
RTIO_MJ_15H225,2025-05-02 03:35:00,SG01,37.766667,52.186667,24.735837,8.24527892783439e-06,2025-05-02 03:35:00,256.381392,7.0,36.625913142857144
RTIO_MJ_15H225,2025-05-02 03:40:00,SG01,51.5,58.641333,41.041754,1.36805848022624e-05,2025-05-02 03:40:00,236.656102,8.0,29.58201275
RTIO_MJ_15H225,2025-05-02 03:45:00,SG01,32.96,50.264,26.842339,8.9474462480875e-06,2025-05-02 03:45:00,183.595478,6.0,30.599246333333337
RTIO_MJ_15H225,2025-05-02 03:50:00,SG01,33.646667,48.753333,16.567152,5.52238407745103e-06,2025-05-02 03:50:00,91.360981,3.0,30.453660333333332
RTIO_MJ_15H225,2025-05-02 03:55:00,SG01,-1.785333,9.064,0.0,0.0,,,,
RTIO_MJ_15H225,2025-05-02 04:00:00,SG01,29.526667,53.697333,9.702771,3.23425712485655e-06,2025-05-02 04:00:00,60.181349,2.0,30.0906745
RTIO_MJ_15H225,2025-05-02 04:05:00,SG01,29.938667,56.444,26.134006,8.71133522796771e-06,2025-05-02 04:05:00,266.993244,8.0,33.3741555
RTIO_MJ_15H225,2025-05-02 04:10:00,SG01,37.08,61.250667,36.94972,1.23165734305734e-05,2025-05-02 04:10:00,294.449226,9.0,32.716580666666665
RTIO_MJ_15H225,2025-05-02 04:15:00,SG01,30.213333,67.430667,23.179096,7.72636540656856e-06,2025-05-02 04:15:00,146.38372999999999,7.0,20.911961428571427
RTIO_MJ_15H225,2025-05-02 04:20:00,SG01,34.470667,56.444,24.268896,8.08963194448464e-06,2025-05-02 04:20:00,246.535036,7.0,35.21929085714286
RTIO_MJ_15H225,2025-05-02 04:25:00,SG01,28.428,63.173333,33.576323,1.11921075155157e-05,2025-05-02 04:25:00,240.940572,7.0,34.420081714285715
RTIO_MJ_15H225,2025-05-02 04:30:00,SG01,-16.205333,24.994667,0.0,0.0,,,,
RTIO_MJ_15H225,2025-05-02 04:35:00,SG01,25.681333,62.898667,31.091843,1.03639478020483e-05,2025-05-02 04:35:00,311.173808,9.0,34.57486755555556
RTIO_MJ_15H225,2025-05-02 04:40:00,SG01,71.962667,66.606667,65.082579,2.16941928771385e-05,2025-05-02 04:40:00,160.57916600000001,4.0,40.144791500000004
RTIO_MJ_15H225,2025-05-02 04:45:00,SG01,47.654667,54.521333,37.203205,1.24010684364096e-05,2025-05-02 04:45:00,331.297436,11.0,30.11794872727273
RTIO_MJ_15H225,2025-05-02 04:50:00,SG01,23.758667,48.066667,15.505395,5.16846505467927e-06,2025-05-02 04:50:00,257.913277,7.0,36.844753857142855
RTIO_MJ_15H225,2025-05-02 04:55:00,SG01,18.54,56.444,18.836067,6.27868887236246e-06,2025-05-02 04:55:00,286.06107099999997,8.0,35.757633874999996
RTIO_MJ_15H225,2025-05-02 05:00:00,SG01,23.484,56.444,24.87239,8.29079651483337e-06,2025-05-02 05:00:00,365.024928,9.0,40.55832533333333
RTIO_MJ_15H225,2025-05-02 05:05:00,SG01,36.668,59.74,25.718925,8.57297501276616e-06,2025-05-02 05:05:00,355.256486,9.0,39.47294288888889
RTIO_MJ_15H225,2025-05-02 05:10:00,SG01,43.946667,58.229333,32.674737,1.08915789565488e-05,2025-05-02 05:10:00,363.569262,9.0,40.39658466666666
RTIO_MJ_15H225,2025-05-02 05:15:00,SG01,61.388,55.62,35.662623,1.18875411605164e-05,2025-05-02 05:15:00,330.675623,8.0,41.334452875
RTIO_MJ_15H225,2025-05-02 05:20:00,SG01,28.428,60.976,23.356497,7.7854990465148e-06,2025-05-02 05:20:00,404.51718800000003,10.0,40.4517188
RTIO_MJ_15H225,2025-05-02 05:25:00,SG01,68.529333,57.130667,56.682931,1.88943102713842e-05,2025-05-02 05:25:00,146.351155,5.0,29.270231000000003
RTIO_MJ_15H225,2025-05-02 05:30:00,SG01,58.366667,54.933333,20.355884,6.78529476296052e-06,2025-05-02 05:30:00,19.258421,1.0,19.258421
RTIO_MJ_15H225,2025-05-02 05:35:00,SG01,34.058667,45.457333,17.693809,5.89793622133542e-06,2025-05-02 05:35:00,138.966247,5.0,27.7932494
RTIO_MJ_15H225,2025-05-02 05:40:00,SG01,68.529333,43.946667,22.182717,7.39423883799465e-06,2025-05-02 05:40:00,68.871576,2.0,34.435788
RTIO_MJ_15H225,2025-05-02 05:45:00,SG01,-5.630667,9.064,0.0,0.0,,,,
RTIO_MJ_15H225,2025-05-02 05:50:00,SG01,-3.708,5.630667,0.0,0.0,,,,
RTIO_MJ_15H225,2025-05-02 05:55:00,SG01,21.973333,49.165333,14.299537,4.76651229343791e-06,2025-05-02 05:55:00,130.003558,5.0,26.0007116
RTIO_MJ_15H225,2025-05-02 06:00:00,SG01,32.548,51.088,24.797764,8.2659212232418e-06,2025-05-02 06:00:00,331.309323,10.0,33.1309323
RTIO_MJ_15H225,2025-05-02 06:05:00,SG01,30.625333,50.264,20.704913,6.90163769240301e-06,2025-05-02 06:05:00,273.507809,9.0,30.389756555555557
RTIO_MJ_15H225,2025-05-02 06:10:00,SG01,44.633333,59.74,27.683851,9.22795020750887e-06,2025-05-02 06:10:00,373.685329,11.0,33.971393545454546
RTIO_MJ_15H225,2025-05-02 06:15:00,SG01,41.2,51.088,25.345725,8.44857508901177e-06,2025-05-02 06:15:00,358.437678,10.0,35.8437678
RTIO_MJ_15H225,2025-05-02 06:20:00,SG01,48.890667,36.668,31.152298,1.03840994508379e-05,,,,
RTIO_MJ_15H225,2025-05-02 06:25:00,SG01,42.710667,46.556,15.273058,5.09101935293939e-06,2025-05-02 06:25:00,27.919903,1.0,27.919903
RTIO_MJ_15H225,2025-05-02 06:30:00,SG01,37.492,62.486667,25.529088,8.50969612434474e-06,2025-05-02 06:30:00,304.744425,9.0,33.86049166666666
RTIO_MJ_15H225,2025-05-02 06:35:00,SG01,29.938667,54.521333,25.519245,8.50641498300743e-06,2025-05-02 06:35:00,393.557762,11.0,35.777978363636365
RTIO_MJ_15H225,2025-05-02 06:40:00,SG01,38.178667,48.066667,13.969343,4.65644780361106e-06,2025-05-02 06:40:00,35.827093,1.0,35.827093
RTIO_MJ_15H225,2025-05-02 06:45:00,SG01,18.952,61.662667,18.194075,6.06469166293106e-06,2025-05-02 06:45:00,217.112071,6.0,36.185345166666664
RTIO_MJ_15H225,2025-05-02 06:50:00,SG01,25.681333,59.465333,23.642192,7.88073080143852e-06,2025-05-02 06:50:00,280.101164,8.0,35.0126455
RTIO_MJ_15H225,2025-05-02 06:55:00,SG01,21.973333,64.409333,24.966018,8.32200594668918e-06,2025-05-02 06:55:00,236.14159,9.0,26.237954444444444
RTIO_MJ_15H225,2025-05-02 07:00:00,SG01,27.604,52.598667,19.684386,6.56146190654267e-06,2025-05-02 07:00:00,25.511763,1.0,25.511763
RTIO_MJ_15H225,2025-05-02 07:05:00,SG01,23.484,64.684,4.045986,1.3486619034526e-06,2025-05-02 07:05:00,70.14221599999999,2.0,35.071107999999995
RTIO_MJ_15H225,2025-05-02 07:10:00,SG01,27.604,51.912,19.120603,6.37353447041484e-06,2025-05-02 07:10:00,329.536564,10.0,32.9536564
RTIO_MJ_15H225,2025-05-02 07:15:00,SG01,23.484,41.612,9.746908,3.24896933423571e-06,2025-05-02 07:15:00,136.082697,4.0,34.02067425
RTIO_MJ_15H225,2025-05-02 07:20:00,SG01,4.532,0.274667,0.0,0.0,,,,
RTIO_MJ_15H225,2025-05-02 07:25:00,SG01,5.218667,-4.12,0.0,0.0,,,,
RTIO_MJ_15H225,2025-05-02 07:38:11,SG01,21.973333,38.178667,17.766114,2.15167382325463e-06,,,,
RTIO_MJ_15H225,2025-05-02 07:40:00,SG01,43.946667,39.689333,21.617931,7.20597684688633e-06,,,,
RTIO_MJ_15H225,2025-05-02 07:45:00,SG01,54.109333,43.946667,13.219338,4.40644596272261e-06,2025-05-02 07:45:00,100.22460899999999,4.0,25.056152249999997
RTIO_MJ_15H225,2025-05-02 07:50:00,SG01,31.037333,48.066667,26.008099,8.66936640996073e-06,2025-05-02 07:50:00,333.23764,10.0,33.323764
RTIO_MJ_15H225,2025-05-02 07:55:00,SG01,23.758667,51.912,21.79662,7.26554005624402e-06,2025-05-02 07:55:00,371.795088,10.0,37.1795088
RTIO_MJ_15H225,2025-05-02 08:00:00,SG01,28.016,60.152,25.265678,8.42189262082072e-06,2025-05-02 08:00:00,89.834947,4.0,22.45873675
RTIO_MJ_15H225,2025-05-02 08:05:00,SG01,28.016,62.074667,20.46389,6.82129658570706e-06,2025-05-02 08:05:00,271.831206,8.0,33.97890075
RTIO_MJ_15H225,2025-05-02 08:10:00,SG01,26.505333,54.933333,18.525447,6.17514893540999e-06,2025-05-02 08:10:00,331.903937,9.0,36.878215222222224
RTIO_MJ_15H225,2025-05-02 08:15:00,SG01,29.526667,56.444,19.875874,6.62529147368672e-06,2025-05-02 08:15:00,37.328067,1.0,37.328067
RTIO_MJ_15H225,2025-05-02 08:20:00,SG01,46.144,34.745333,15.441136,5.14704520369154e-06,2025-05-02 08:20:00,60.865865,3.0,20.288621666666668
RTIO_MJ_15H225,2025-05-02 08:25:00,SG01,24.994667,41.2,12.014516,4.00483866879199e-06,2025-05-02 08:25:00,204.492169,6.0,34.08202816666667
RTIO_MJ_15H225,2025-05-02 08:30:00,SG01,23.758667,53.422667,19.426726,6.47557518872943e-06,2025-05-02 08:30:00,251.603953,8.0,31.450494125
RTIO_MJ_15H225,2025-05-02 08:35:00,SG01,26.505333,66.606667,14.266023,4.75534112093197e-06,2025-05-02 08:35:00,168.265468,6.0,28.044244666666668
RTIO_MJ_15H225,2025-05-02 08:40:00,SG01,9.064,31.037333,0.510741,1.70246942286643e-07,2025-05-02 08:40:00,31.618794,1.0,31.618794
RTIO_MJ_15H225,2025-05-02 08:45:00,SG01,26.093333,50.264,18.821673,6.27389109674912e-06,2025-05-02 08:45:00,287.672721,8.0,35.959090125
RTIO_MJ_15H225,2025-05-02 08:50:00,SG01,24.994667,47.242667,17.981108,5.99370268860558e-06,2025-05-02 08:50:00,332.715168,10.0,33.2715168
RTIO_MJ_15H225,2025-05-02 08:55:00,SG01,46.968,39.277333,22.755176,7.58505874789519e-06,,,,
RTIO_MJ_15H225,2025-05-02 09:00:00,SG01,31.449333,40.513333,21.007433,7.00247765839606e-06,2025-05-02 09:00:00,257.406371,10.0,25.740637099999997
RTIO_MJ_15H225,2025-05-02 09:05:00,SG01,29.526667,51.088,19.456934,6.48564458738243e-06,2025-05-02 09:05:00,196.4445,6.0,32.74075
RTIO_MJ_15H225,2025-05-02 09:10:00,SG01,0.686667,-0.274667,0.0,0.0,,,,
RTIO_MJ_15H225,2025-05-02 09:15:00,SG01,39.002667,54.521333,19.138457,6.37948578098664e-06,2025-05-02 09:15:00,67.966601,3.0,22.655533666666667
RTIO_MJ_15H225,2025-05-02 09:20:00,SG01,35.569333,70.452,41.212226,1.37374085023448e-05,2025-05-02 09:20:00,374.409448,11.0,34.03722254545455
RTIO_MJ_15H225,2025-05-02 09:25:00,SG01,28.702667,61.662667,31.835785,1.06119283756443e-05,2025-05-02 09:25:00,256.762986,8.0,32.09537325
RTIO_MJ_15H225,2025-05-02 09:30:00,SG01,44.221333,60.976,46.501811,1.55006035814678e-05,2025-05-02 09:30:00,333.80032,10.0,33.380032
RTIO_MJ_15H225,2025-05-02 09:35:00,SG01,65.508,55.208,45.064661,1.50215537782561e-05,2025-05-02 09:35:00,100.137012,3.0,33.379004
RTIO_MJ_15H225,2025-05-02 09:40:00,SG01,48.066667,57.954667,30.902993,1.03009978144445e-05,2025-05-02 09:40:00,250.665438,8.0,31.33317975
RTIO_MJ_15H225,2025-05-02 09:45:00,SG01,46.144,51.088,35.384107,1.17947022840653e-05,,,,
RTIO_MJ_15H225,2025-05-02 10:47:55,SG01,-6.317333,6.729333,0.0,0.0,,,,
RTIO_MJ_15H225,2025-05-02 10:50:00,SG01,-6.317333,6.729333,0.0,0.0,,,,
RTIO_MJ_15H225,2025-05-02 10:55:00,SG01,60.976,32.96,10.212068,3.40402262231823e-06,,,,
RTIO_MJ_15H225,2025-05-02 11:00:00,SG01,35.569333,38.178667,14.564632,4.85487729003653e-06,,,,
RTIO_MJ_15H225,2025-05-02 11:05:00,SG01,-3.296,10.162667,0.0,0.0,,,,
RTIO_MJ_15H225,2025-05-02 11:10:00,SG01,26.093333,37.766667,7.888459,2.6294862057759e-06,2025-05-02 11:10:00,162.5694,5.0,32.51388
RTIO_MJ_15H225,2025-05-02 11:15:00,SG01,33.646667,41.612,21.018324,7.00610798205366e-06,2025-05-02 11:15:00,349.47724900000003,9.0,38.83080544444445
