machine_code,cycle_start_time,cycle_end_time,cycle_time,avg_payload
RTIO_MJ_15H225,2/05/2025 13:21:53,2/05/2025 13:22:04,11,39.261058
RTIO_MJ_15H225,2/05/2025 13:22:23,2/05/2025 13:22:34,11,44.867123
RTIO_MJ_15H225,2/05/2025 13:22:48,2/05/2025 13:22:57,9,20.328338
RTIO_MJ_15H225,2/05/2025 13:23:25,2/05/2025 13:23:40,15,41.913373
RTIO_MJ_15H225,2/05/2025 13:23:56,2/05/2025 13:24:08,12,35.018776
RTIO_MJ_15H225,2/05/2025 13:24:33,2/05/2025 13:24:43,10,38.730649
RTIO_MJ_15H225,2/05/2025 13:24:59,2/05/2025 13:25:09,10,39.312631
RTIO_MJ_15H225,2/05/2025 13:25:30,2/05/2025 13:25:41,11,44.338633
RTIO_MJ_15H225,2/05/2025 13:25:57,2/05/2025 13:26:10,13,44.602215
RTIO_MJ_15H225,2/05/2025 13:26:26,2/05/2025 13:26:37,11,18.213653
RTIO_MJ_15H225,2/05/2025 13:29:29,2/05/2025 13:29:47,18,32.921297
RTIO_MJ_15H225,2/05/2025 13:30:08,2/05/2025 13:30:19,11,39.442871
RTIO_MJ_15H225,2/05/2025 13:30:39,2/05/2025 13:30:50,11,40.88426
RTIO_MJ_15H225,2/05/2025 13:31:07,2/05/2025 13:31:18,11,40.958603
RTIO_MJ_15H225,2/05/2025 13:31:37,2/05/2025 13:31:48,11,42.983266
RTIO_MJ_15H225,2/05/2025 13:32:12,2/05/2025 13:32:22,10,29.738268
RTIO_MJ_15H225,2/05/2025 13:32:39,2/05/2025 13:32:51,12,26.465081
RTIO_MJ_15H225,2/05/2025 13:34:22,2/05/2025 13:34:33,11,41.800444
RTIO_MJ_15H225,2/05/2025 13:34:51,2/05/2025 13:35:01,10,39.715997
RTIO_MJ_15H225,2/05/2025 13:35:22,2/05/2025 13:35:33,11,43.217342
RTIO_MJ_15H225,2/05/2025 13:35:52,2/05/2025 13:36:04,12,44.789064
RTIO_MJ_15H225,2/05/2025 13:36:23,2/05/2025 13:36:35,12,46.425198
RTIO_MJ_15H225,2/05/2025 13:36:53,2/05/2025 13:37:05,12,40.284978
RTIO_MJ_15H225,2/05/2025 13:42:34,2/05/2025 13:42:45,11,24.6047
RTIO_MJ_15H225,2/05/2025 13:43:27,2/05/2025 13:44:21,54,22.309583
RTIO_MJ_15H225,2/05/2025 13:48:25,2/05/2025 13:50:06,101,34.651287
RTIO_MJ_15H225,2/05/2025 13:50:23,2/05/2025 13:50:33,10,36.309051
RTIO_MJ_15H225,2/05/2025 13:50:49,2/05/2025 13:51:01,12,40.460735
RTIO_MJ_15H225,2/05/2025 13:51:22,2/05/2025 13:51:34,12,38.448793
RTIO_MJ_15H225,2/05/2025 13:51:56,2/05/2025 13:52:08,12,37.84274
RTIO_MJ_15H225,2/05/2025 13:52:26,2/05/2025 13:52:38,12,34.14275
RTIO_MJ_15H225,2/05/2025 13:53:00,2/05/2025 13:53:10,10,27.935371
RTIO_MJ_15H225,2/05/2025 13:53:50,2/05/2025 13:53:54,4,25.682535
RTIO_MJ_15H225,2/05/2025 13:54:20,2/05/2025 13:54:33,13,38.423447
RTIO_MJ_15H225,2/05/2025 13:54:54,2/05/2025 13:55:07,13,40.494086
RTIO_MJ_15H225,2/05/2025 13:55:26,2/05/2025 13:55:39,13,29.024161
RTIO_MJ_15H225,2/05/2025 13:55:57,2/05/2025 13:56:09,12,37.572011
RTIO_MJ_15H225,2/05/2025 13:56:26,2/05/2025 13:56:39,13,40.818954
RTIO_MJ_15H225,2/05/2025 13:56:58,2/05/2025 13:57:11,13,39.291347
RTIO_MJ_15H225,2/05/2025 13:57:27,2/05/2025 13:57:37,10,23.056455
RTIO_MJ_15H225,2/05/2025 13:58:18,2/05/2025 13:59:05,47,31.588166
RTIO_MJ_15H225,2/05/2025 13:59:22,2/05/2025 13:59:33,11,36.637425
RTIO_MJ_15H225,2/05/2025 13:59:50,2/05/2025 14:00:02,12,40.507447
RTIO_MJ_15H225,2/05/2025 14:00:18,2/05/2025 14:00:30,12,41.717494
RTIO_MJ_15H225,2/05/2025 14:00:45,2/05/2025 14:00:57,12,36.613724
RTIO_MJ_15H225,2/05/2025 14:01:14,2/05/2025 14:01:28,14,41.600007
RTIO_MJ_15H225,2/05/2025 14:01:41,2/05/2025 14:01:49,8,16.669439
RTIO_MJ_15H225,2/05/2025 14:02:09,2/05/2025 14:02:15,6,24.771027
RTIO_MJ_15H225,2/05/2025 14:02:30,2/05/2025 14:03:23,53,41.428312
RTIO_MJ_15H225,2/05/2025 14:03:38,2/05/2025 14:03:50,12,41.661808
RTIO_MJ_15H225,2/05/2025 14:04:06,2/05/2025 14:04:18,12,43.655794
RTIO_MJ_15H225,2/05/2025 14:04:37,2/05/2025 14:04:49,12,40.937457
RTIO_MJ_15H225,2/05/2025 14:05:06,2/05/2025 14:05:19,13,41.182291
RTIO_MJ_15H225,2/05/2025 14:05:36,2/05/2025 14:05:50,14,43.223428
RTIO_MJ_15H225,2/05/2025 14:06:00,2/05/2025 14:06:10,10,14.250512
RTIO_MJ_15H225,2/05/2025 14:17:42,2/05/2025 14:18:54,72,37.723836
RTIO_MJ_15H225,2/05/2025 14:19:24,2/05/2025 14:19:35,11,41.0563
RTIO_MJ_15H225,2/05/2025 14:19:57,2/05/2025 14:20:07,10,40.811878
RTIO_MJ_15H225,2/05/2025 14:20:28,2/05/2025 14:20:39,11,41.592431
RTIO_MJ_15H225,2/05/2025 14:21:03,2/05/2025 14:21:15,12,41.510115
RTIO_MJ_15H225,2/05/2025 14:21:39,2/05/2025 14:21:51,12,43.356519
RTIO_MJ_15H225,2/05/2025 14:22:12,2/05/2025 14:22:27,15,19.749282
RTIO_MJ_15H225,2/05/2025 14:24:52,2/05/2025 14:25:14,22,39.510118
RTIO_MJ_15H225,2/05/2025 14:25:40,2/05/2025 14:25:54,14,44.108712
RTIO_MJ_15H225,2/05/2025 14:26:19,2/05/2025 14:26:34,15,44.385669
RTIO_MJ_15H225,2/05/2025 14:27:00,2/05/2025 14:27:16,16,43.302232
RTIO_MJ_15H225,2/05/2025 14:27:39,2/05/2025 14:27:54,15,43.964542
RTIO_MJ_15H225,2/05/2025 14:28:20,2/05/2025 14:28:32,12,44.45277
RTIO_MJ_15H225,2/05/2025 14:29:12,2/05/2025 14:29:38,26,39.250231
RTIO_MJ_15H225,2/05/2025 14:30:05,2/05/2025 14:30:18,13,43.905971
RTIO_MJ_15H225,2/05/2025 14:30:46,2/05/2025 14:31:03,17,44.023746
RTIO_MJ_15H225,2/05/2025 14:31:25,2/05/2025 14:31:37,12,36.629376
RTIO_MJ_15H225,2/05/2025 14:32:00,2/05/2025 14:32:14,14,36.240053
RTIO_MJ_15H225,2/05/2025 14:32:45,2/05/2025 14:33:01,16,41.440503
RTIO_MJ_15H225,2/05/2025 14:33:31,2/05/2025 14:33:37,6,18.433139
RTIO_MJ_15H225,2/05/2025 14:34:18,2/05/2025 14:34:39,21,31.349314
RTIO_MJ_15H225,2/05/2025 14:35:03,2/05/2025 14:35:13,10,26.406084
RTIO_MJ_15H225,2/05/2025 14:35:36,2/05/2025 14:35:47,11,39.245768
RTIO_MJ_15H225,2/05/2025 14:36:08,2/05/2025 14:36:20,12,40.112717
RTIO_MJ_15H225,2/05/2025 14:36:44,2/05/2025 14:36:57,13,42.388911
RTIO_MJ_15H225,2/05/2025 14:37:19,2/05/2025 14:37:32,13,40.423883
RTIO_MJ_15H225,2/05/2025 14:37:58,2/05/2025 14:38:09,11,30.560162
RTIO_MJ_15H225,2/05/2025 14:40:57,2/05/2025 14:41:02,5,16.275349
RTIO_MJ_15H225,2/05/2025 14:41:39,2/05/2025 14:41:43,4,17.310004
RTIO_MJ_15H225,2/05/2025 14:43:24,2/05/2025 14:44:15,51,31.596205
RTIO_MJ_15H225,2/05/2025 14:44:42,2/05/2025 14:44:56,14,40.938052
RTIO_MJ_15H225,2/05/2025 14:45:21,2/05/2025 14:45:32,11,38.537799
RTIO_MJ_15H225,2/05/2025 14:45:55,2/05/2025 14:46:08,13,43.133693
RTIO_MJ_15H225,2/05/2025 14:46:28,2/05/2025 14:46:40,12,42.961425
RTIO_MJ_15H225,2/05/2025 14:47:03,2/05/2025 14:47:17,14,43.48334
RTIO_MJ_15H225,2/05/2025 14:48:42,2/05/2025 14:49:49,67,42.870343
RTIO_MJ_15H225,2/05/2025 14:50:16,2/05/2025 14:50:30,14,45.87938
RTIO_MJ_15H225,2/05/2025 14:50:52,2/05/2025 14:51:05,13,41.94484
RTIO_MJ_15H225,2/05/2025 14:51:31,2/05/2025 14:51:46,15,39.815863
RTIO_MJ_15H225,2/05/2025 14:52:04,2/05/2025 14:52:18,14,36.032428
RTIO_MJ_15H225,2/05/2025 14:52:38,2/05/2025 14:52:49,11,39.348379
RTIO_MJ_15H225,2/05/2025 14:53:14,2/05/2025 14:53:21,7,21.551464
RTIO_MJ_15H225,2/05/2025 14:55:05,2/05/2025 14:55:21,16,40.017266
RTIO_MJ_15H225,2/05/2025 14:55:40,2/05/2025 14:56:02,22,29.950709
RTIO_MJ_15H225,2/05/2025 14:56:22,2/05/2025 14:56:34,12,38.691091
RTIO_MJ_15H225,2/05/2025 14:56:54,2/05/2025 14:57:07,13,38.468497
RTIO_MJ_15H225,2/05/2025 14:57:32,2/05/2025 14:57:44,12,39.960386
RTIO_MJ_15H225,2/05/2025 14:58:09,2/05/2025 14:58:21,12,40.716332
RTIO_MJ_15H225,2/05/2025 14:58:43,2/05/2025 14:58:53,10,24.853617
RTIO_MJ_15H225,2/05/2025 15:08:02,2/05/2025 15:08:37,35,34.255667
RTIO_MJ_15H225,2/05/2025 15:08:58,2/05/2025 15:09:09,11,40.035977
RTIO_MJ_15H225,2/05/2025 15:09:28,2/05/2025 15:09:39,11,36.354232
RTIO_MJ_15H225,2/05/2025 15:10:00,2/05/2025 15:10:10,10,35.248205
RTIO_MJ_15H225,2/05/2025 15:10:27,2/05/2025 15:10:39,12,38.509427
RTIO_MJ_15H225,2/05/2025 15:10:56,2/05/2025 15:11:07,11,35.081209
RTIO_MJ_15H225,2/05/2025 15:11:24,2/05/2025 15:11:35,11,28.996578
RTIO_MJ_15H225,2/05/2025 15:11:56,2/05/2025 15:12:25,29,30.345299
RTIO_MJ_15H225,2/05/2025 15:12:45,2/05/2025 15:12:59,14,36.771809
RTIO_MJ_15H225,2/05/2025 15:13:19,2/05/2025 15:13:32,13,39.229389
RTIO_MJ_15H225,2/05/2025 15:13:51,2/05/2025 15:14:02,11,40.463486
RTIO_MJ_15H225,2/05/2025 15:14:20,2/05/2025 15:14:31,11,36.721
RTIO_MJ_15H225,2/05/2025 15:14:48,2/05/2025 15:15:00,12,35.731336
RTIO_MJ_15H225,2/05/2025 15:15:18,2/05/2025 15:15:30,12,32.091506
RTIO_MJ_15H225,2/05/2025 15:15:53,2/05/2025 15:16:24,31,36.74418
RTIO_MJ_15H225,2/05/2025 15:16:39,2/05/2025 15:16:52,13,35.439404
RTIO_MJ_15H225,2/05/2025 15:17:15,2/05/2025 15:17:29,14,41.671458
RTIO_MJ_15H225,2/05/2025 15:17:50,2/05/2025 15:18:04,14,37.825037
RTIO_MJ_15H225,2/05/2025 15:18:26,2/05/2025 15:18:41,15,39.474034
RTIO_MJ_15H225,2/05/2025 15:18:58,2/05/2025 15:19:18,20,30.09964
RTIO_MJ_15H225,2/05/2025 15:19:34,2/05/2025 15:19:44,10,23.762372
RTIO_MJ_15H225,2/05/2025 15:21:28,2/05/2025 15:23:06,98,31.013812
RTIO_MJ_15H225,2/05/2025 15:23:31,2/05/2025 15:23:41,10,43.04752
RTIO_MJ_15H225,2/05/2025 15:24:00,2/05/2025 15:24:12,12,39.301281
RTIO_MJ_15H225,2/05/2025 15:24:32,2/05/2025 15:24:44,12,43.25044
RTIO_MJ_15H225,2/05/2025 15:25:08,2/05/2025 15:25:20,12,41.047645
RTIO_MJ_15H225,2/05/2025 15:25:44,2/05/2025 15:25:58,14,40.530475
RTIO_MJ_15H225,2/05/2025 15:26:12,2/05/2025 15:26:22,10,17.077448
RTIO_MJ_15H225,2/05/2025 15:27:05,2/05/2025 15:28:44,99,35.475414
RTIO_MJ_15H225,2/05/2025 15:29:03,2/05/2025 15:29:14,11,39.975427
RTIO_MJ_15H225,2/05/2025 15:29:34,2/05/2025 15:29:47,13,34.085415
RTIO_MJ_15H225,2/05/2025 15:30:05,2/05/2025 15:30:17,12,40.444417
RTIO_MJ_15H225,2/05/2025 15:30:34,2/05/2025 15:30:45,11,38.527147
RTIO_MJ_15H225,2/05/2025 15:31:04,2/05/2025 15:31:16,12,38.950851
RTIO_MJ_15H225,2/05/2025 15:31:33,2/05/2025 15:31:44,11,31.677585
RTIO_MJ_15H225,2/05/2025 15:46:14,2/05/2025 15:46:32,18,33.775468
RTIO_MJ_15H225,2/05/2025 15:46:56,2/05/2025 15:47:07,11,38.274234
RTIO_MJ_15H225,2/05/2025 15:47:28,2/05/2025 15:47:39,11,40.052854
RTIO_MJ_15H225,2/05/2025 15:48:00,2/05/2025 15:48:11,11,39.929297
RTIO_MJ_15H225,2/05/2025 15:48:30,2/05/2025 15:48:41,11,37.057717
RTIO_MJ_15H225,2/05/2025 15:49:03,2/05/2025 15:49:13,10,44.169781
RTIO_MJ_15H225,2/05/2025 15:49:34,2/05/2025 15:49:46,12,31.674642
RTIO_MJ_15H225,2/05/2025 15:50:30,2/05/2025 15:50:41,11,33.669888
RTIO_MJ_15H225,2/05/2025 15:51:55,2/05/2025 15:52:06,11,43.285781
RTIO_MJ_15H225,2/05/2025 15:52:24,2/05/2025 15:52:37,13,38.492803
RTIO_MJ_15H225,2/05/2025 15:52:57,2/05/2025 15:53:08,11,40.020582
RTIO_MJ_15H225,2/05/2025 15:53:25,2/05/2025 15:53:36,11,34.784395
RTIO_MJ_15H225,2/05/2025 15:53:52,2/05/2025 15:54:04,12,35.0615
RTIO_MJ_15H225,2/05/2025 15:54:19,2/05/2025 15:54:30,11,35.348135
RTIO_MJ_15H225,2/05/2025 15:56:32,2/05/2025 15:57:37,65,36.060577
RTIO_MJ_15H225,2/05/2025 15:57:58,2/05/2025 15:58:09,11,41.707528
RTIO_MJ_15H225,2/05/2025 15:58:27,2/05/2025 15:58:39,12,39.799179
RTIO_MJ_15H225,2/05/2025 15:58:59,2/05/2025 15:59:11,12,32.416338
RTIO_MJ_15H225,2/05/2025 15:59:28,2/05/2025 15:59:39,11,39.543449
RTIO_MJ_15H225,2/05/2025 15:59:56,2/05/2025 16:00:08,12,40.597699
RTIO_MJ_15H225,2/05/2025 16:00:23,2/05/2025 16:00:32,9,22.658882
RTIO_MJ_15H225,2/05/2025 16:01:48,2/05/2025 16:04:53,185,33.374723
RTIO_MJ_15H225,2/05/2025 16:05:12,2/05/2025 16:05:23,11,41.284029
RTIO_MJ_15H225,2/05/2025 16:05:42,2/05/2025 16:05:53,11,39.727615
RTIO_MJ_15H225,2/05/2025 16:06:15,2/05/2025 16:06:26,11,36.671973
RTIO_MJ_15H225,2/05/2025 16:06:44,2/05/2025 16:06:55,11,40.178404
RTIO_MJ_15H225,2/05/2025 16:07:12,2/05/2025 16:07:23,11,41.244458
RTIO_MJ_15H225,2/05/2025 16:07:38,2/05/2025 16:07:47,9,15.563361
RTIO_MJ_15H225,2/05/2025 16:08:35,2/05/2025 16:08:47,12,41.212607
RTIO_MJ_15H225,2/05/2025 16:09:03,2/05/2025 16:09:13,10,36.473808
RTIO_MJ_15H225,2/05/2025 16:09:29,2/05/2025 16:09:39,10,34.955103
RTIO_MJ_15H225,2/05/2025 16:09:56,2/05/2025 16:10:06,10,36.964451
RTIO_MJ_15H225,2/05/2025 16:10:25,2/05/2025 16:10:37,12,38.622397
RTIO_MJ_15H225,2/05/2025 16:10:53,2/05/2025 16:11:05,12,36.886739
RTIO_MJ_15H225,2/05/2025 16:11:58,2/05/2025 16:12:08,10,16.16278
RTIO_MJ_15H225,2/05/2025 16:14:18,2/05/2025 16:16:15,117,28.905066
RTIO_MJ_15H225,2/05/2025 16:17:23,2/05/2025 16:26:17,534,30.517918
RTIO_MJ_15H225,2/05/2025 16:26:35,2/05/2025 16:26:47,12,39.962199
RTIO_MJ_15H225,2/05/2025 16:27:07,2/05/2025 16:27:19,12,38.983193
RTIO_MJ_15H225,2/05/2025 16:27:36,2/05/2025 16:27:49,13,40.968581
RTIO_MJ_15H225,2/05/2025 16:28:09,2/05/2025 16:28:23,14,39.475528
RTIO_MJ_15H225,2/05/2025 16:28:50,2/05/2025 16:29:03,13,38.015017
RTIO_MJ_15H225,2/05/2025 16:29:19,2/05/2025 16:29:29,10,21.135698
RTIO_MJ_15H225,2/05/2025 16:31:36,2/05/2025 16:32:33,57,32.037913
RTIO_MJ_15H225,2/05/2025 16:32:50,2/05/2025 16:33:01,11,34.44284
RTIO_MJ_15H225,2/05/2025 16:33:18,2/05/2025 16:33:29,11,32.727838
RTIO_MJ_15H225,2/05/2025 16:33:46,2/05/2025 16:33:56,10,29.436437
RTIO_MJ_15H225,2/05/2025 16:34:13,2/05/2025 16:34:24,11,37.734963
RTIO_MJ_15H225,2/05/2025 16:34:40,2/05/2025 16:34:53,13,42.451854
RTIO_MJ_15H225,2/05/2025 16:35:11,2/05/2025 16:35:22,11,30.665109
RTIO_MJ_15H225,2/05/2025 16:36:08,2/05/2025 16:37:03,55,32.697674
RTIO_MJ_15H225,2/05/2025 16:37:26,2/05/2025 16:37:37,11,39.174688
RTIO_MJ_15H225,2/05/2025 16:37:57,2/05/2025 16:38:08,11,40.730686
RTIO_MJ_15H225,2/05/2025 16:38:28,2/05/2025 16:38:38,10,41.019455
RTIO_MJ_15H225,2/05/2025 16:38:58,2/05/2025 16:39:09,11,40.940451
RTIO_MJ_15H225,2/05/2025 16:39:26,2/05/2025 16:39:38,12,38.846228
RTIO_MJ_15H225,2/05/2025 16:40:22,2/05/2025 16:40:29,7,35.32016
RTIO_MJ_15H225,2/05/2025 16:41:15,2/05/2025 16:42:35,80,29.518249
RTIO_MJ_15H225,2/05/2025 16:45:57,2/05/2025 16:46:10,13,40.903749
RTIO_MJ_15H225,2/05/2025 16:46:31,2/05/2025 16:46:42,11,41.185905
RTIO_MJ_15H225,2/05/2025 16:47:02,2/05/2025 16:47:13,11,35.806038
RTIO_MJ_15H225,2/05/2025 16:47:33,2/05/2025 16:47:44,11,37.056172
RTIO_MJ_15H225,2/05/2025 16:48:03,2/05/2025 16:48:22,19,39.665044
RTIO_MJ_15H225,2/05/2025 16:48:36,2/05/2025 16:48:49,13,37.523681
RTIO_MJ_15H225,2/05/2025 16:49:26,2/05/2025 16:49:31,5,30.312931
RTIO_MJ_15H225,2/05/2025 16:49:49,2/05/2025 16:50:03,14,37.61283
RTIO_MJ_15H225,2/05/2025 16:55:11,2/05/2025 16:55:22,11,41.587121
RTIO_MJ_15H225,2/05/2025 16:55:40,2/05/2025 16:55:52,12,39.402659
RTIO_MJ_15H225,2/05/2025 16:56:14,2/05/2025 16:56:25,11,42.817456
RTIO_MJ_15H225,2/05/2025 16:56:42,2/05/2025 16:56:54,12,38.68585
RTIO_MJ_15H225,2/05/2025 16:57:11,2/05/2025 16:57:24,13,40.12019
RTIO_MJ_15H225,2/05/2025 16:57:38,2/05/2025 16:57:49,11,22.672899
RTIO_MJ_15H225,2/05/2025 16:58:28,2/05/2025 16:58:34,6,23.75659
RTIO_MJ_15H225,2/05/2025 16:59:13,2/05/2025 17:01:16,123,27.672392
RTIO_MJ_15H225,2/05/2025 17:03:50,2/05/2025 17:04:12,22,36.383071
RTIO_MJ_15H225,2/05/2025 17:04:33,2/05/2025 17:04:44,11,43.504351
RTIO_MJ_15H225,2/05/2025 17:05:01,2/05/2025 17:05:13,12,40.345684
RTIO_MJ_15H225,2/05/2025 17:05:30,2/05/2025 17:05:44,14,40.833946
RTIO_MJ_15H225,2/05/2025 17:06:01,2/05/2025 17:06:12,11,38.663173
RTIO_MJ_15H225,2/05/2025 17:06:29,2/05/2025 17:06:41,12,31.789034
RTIO_MJ_15H225,2/05/2025 17:07:22,2/05/2025 17:07:29,7,32.930253
RTIO_MJ_15H225,2/05/2025 17:07:55,2/05/2025 17:08:04,9,35.879909
RTIO_MJ_15H225,2/05/2025 17:08:51,2/05/2025 17:11:51,180,34.83287
RTIO_MJ_15H225,2/05/2025 17:14:45,2/05/2025 17:15:12,27,35.709146
RTIO_MJ_15H225,2/05/2025 17:15:33,2/05/2025 17:15:44,11,42.285066
RTIO_MJ_15H225,2/05/2025 17:16:01,2/05/2025 17:16:12,11,38.153228
RTIO_MJ_15H225,2/05/2025 17:16:31,2/05/2025 17:16:43,12,38.199606
RTIO_MJ_15H225,2/05/2025 17:17:01,2/05/2025 17:17:13,12,39.215065
RTIO_MJ_15H225,2/05/2025 17:17:33,2/05/2025 17:17:44,11,28.166314
RTIO_MJ_15H225,2/05/2025 17:21:11,2/05/2025 17:21:43,32,36.141049
RTIO_MJ_15H225,2/05/2025 17:22:00,2/05/2025 17:22:12,12,39.243789
RTIO_MJ_15H225,2/05/2025 17:22:32,2/05/2025 17:22:43,11,37.287556
RTIO_MJ_15H225,2/05/2025 17:23:07,2/05/2025 17:23:18,11,34.687871
RTIO_MJ_15H225,2/05/2025 17:23:37,2/05/2025 17:23:49,12,37.125782
RTIO_MJ_15H225,2/05/2025 17:24:12,2/05/2025 17:24:23,11,36.570422
RTIO_MJ_15H225,2/05/2025 17:24:46,2/05/2025 17:25:03,17,31.966804
RTIO_MJ_15H225,2/05/2025 17:26:52,2/05/2025 17:27:11,19,29.865343
RTIO_MJ_15H225,2/05/2025 17:29:37,2/05/2025 17:30:21,44,33.337496
RTIO_MJ_15H225,2/05/2025 17:30:43,2/05/2025 17:30:54,11,41.069862
RTIO_MJ_15H225,2/05/2025 17:31:12,2/05/2025 17:31:23,11,31.709333
RTIO_MJ_15H225,2/05/2025 17:31:41,2/05/2025 17:31:53,12,36.842069
RTIO_MJ_15H225,2/05/2025 17:32:11,2/05/2025 17:32:23,12,40.377376
RTIO_MJ_15H225,2/05/2025 17:32:42,2/05/2025 17:32:54,12,41.715575
RTIO_MJ_15H225,2/05/2025 17:33:12,2/05/2025 17:33:24,12,31.453374
RTIO_MJ_15H225,2/05/2025 17:36:31,2/05/2025 17:39:48,197,33.613795
RTIO_MJ_15H225,2/05/2025 17:40:08,2/05/2025 17:40:22,14,36.760144
RTIO_MJ_15H225,2/05/2025 17:40:39,2/05/2025 17:40:52,13,36.9447
RTIO_MJ_15H225,2/05/2025 17:41:09,2/05/2025 17:41:20,11,33.942779
RTIO_MJ_15H225,2/05/2025 17:41:39,2/05/2025 17:41:51,12,34.83935
RTIO_MJ_15H225,2/05/2025 17:42:13,2/05/2025 17:42:24,11,34.434232
RTIO_MJ_15H225,2/05/2025 17:42:44,2/05/2025 17:42:57,13,41.442174
RTIO_MJ_15H225,2/05/2025 17:43:15,2/05/2025 17:43:27,12,24.910977
RTIO_MJ_15H225,2/05/2025 17:43:50,2/05/2025 17:44:12,22,32.764375
RTIO_MJ_15H225,2/05/2025 17:44:32,2/05/2025 17:44:45,13,38.417335
RTIO_MJ_15H225,2/05/2025 17:45:07,2/05/2025 17:45:19,12,42.894777
RTIO_MJ_15H225,2/05/2025 17:45:39,2/05/2025 17:45:52,13,32.629261
RTIO_MJ_15H225,2/05/2025 17:46:10,2/05/2025 17:46:21,11,38.592494
RTIO_MJ_15H225,2/05/2025 17:46:37,2/05/2025 17:46:48,11,25.458712
RTIO_MJ_15H225,2/05/2025 17:47:01,2/05/2025 17:47:13,12,22.60128
RTIO_MJ_15H225,2/05/2025 17:47:32,2/05/2025 17:47:45,13,26.982912
RTIO_MJ_15H225,2/05/2025 17:48:39,2/05/2025 17:48:58,19,35.114949
RTIO_MJ_15H225,2/05/2025 17:49:18,2/05/2025 17:49:30,12,35.122853
RTIO_MJ_15H225,2/05/2025 17:49:52,2/05/2025 17:50:04,12,36.368347
RTIO_MJ_15H225,2/05/2025 17:50:27,2/05/2025 17:50:40,13,38.928298
RTIO_MJ_15H225,2/05/2025 17:51:00,2/05/2025 17:51:13,13,34.668203
RTIO_MJ_15H225,2/05/2025 17:51:29,2/05/2025 17:51:40,11,28.215536
RTIO_MJ_15H225,2/05/2025 17:52:03,2/05/2025 17:52:16,13,39.846893
RTIO_MJ_15H225,2/05/2025 17:52:39,2/05/2025 17:53:11,32,31.545313
RTIO_MJ_15H225,2/05/2025 17:53:30,2/05/2025 17:53:42,12,35.360505
RTIO_MJ_15H225,2/05/2025 17:54:04,2/05/2025 17:54:16,12,26.912965
RTIO_MJ_15H225,2/05/2025 17:54:38,2/05/2025 17:54:52,14,33.400829
RTIO_MJ_15H225,2/05/2025 17:55:17,2/05/2025 17:55:29,12,35.789333
RTIO_MJ_15H225,2/05/2025 17:55:49,2/05/2025 17:56:03,14,31.846597
RTIO_MJ_15H225,2/05/2025 17:56:19,2/05/2025 17:56:30,11,24.121237
RTIO_MJ_15H225,2/05/2025 17:56:53,2/05/2025 17:57:04,11,18.39521
RTIO_MJ_15H225,2/05/2025 17:59:24,2/05/2025 17:59:36,12,29.895009
RTIO_MJ_15H225,2/05/2025 18:00:14,2/05/2025 18:00:22,8,30.177829
RTIO_MJ_15H225,2/05/2025 18:00:42,2/05/2025 18:00:55,13,34.751788
RTIO_MJ_15H225,2/05/2025 18:01:12,2/05/2025 18:01:19,7,29.226598
RTIO_MJ_15H225,2/05/2025 18:02:54,2/05/2025 18:04:17,83,28.924226
RTIO_MJ_15H225,2/05/2025 18:05:29,2/05/2025 18:05:58,29,31.620301
RTIO_MJ_15H225,2/05/2025 18:06:19,2/05/2025 18:06:32,13,33.459926
RTIO_MJ_15H225,2/05/2025 18:07:04,2/05/2025 18:07:17,13,36.951334
RTIO_MJ_15H225,2/05/2025 18:07:35,2/05/2025 18:07:50,15,33.043207
RTIO_MJ_15H225,2/05/2025 18:08:10,2/05/2025 18:08:26,16,34.078762
RTIO_MJ_15H225,2/05/2025 18:08:49,2/05/2025 18:09:03,14,40.137112
RTIO_MJ_15H225,2/05/2025 18:09:24,2/05/2025 18:09:40,16,35.003354
RTIO_MJ_15H225,2/05/2025 18:11:57,2/05/2025 18:16:35,278,29.275427
RTIO_MJ_15H225,2/05/2025 18:20:10,2/05/2025 18:20:50,40,28.768637
RTIO_MJ_15H225,2/05/2025 18:21:10,2/05/2025 18:21:24,14,32.395155
RTIO_MJ_15H225,2/05/2025 18:21:43,2/05/2025 18:21:55,12,31.822663
RTIO_MJ_15H225,2/05/2025 18:22:10,2/05/2025 18:22:22,12,33.422648
RTIO_MJ_15H225,2/05/2025 18:22:46,2/05/2025 18:22:59,13,37.176027
RTIO_MJ_15H225,2/05/2025 18:23:19,2/05/2025 18:23:34,15,35.379832
RTIO_MJ_15H225,2/05/2025 18:23:55,2/05/2025 18:24:08,13,35.390158
RTIO_MJ_15H225,2/05/2025 18:24:36,2/05/2025 18:24:50,14,43.167389
RTIO_MJ_15H225,2/05/2025 18:25:27,2/05/2025 18:26:19,52,30.885848
RTIO_MJ_15H225,2/05/2025 18:26:43,2/05/2025 18:26:57,14,38.936132
RTIO_MJ_15H225,2/05/2025 18:27:12,2/05/2025 18:27:25,13,33.651769
RTIO_MJ_15H225,2/05/2025 18:27:44,2/05/2025 18:27:56,12,31.708717
RTIO_MJ_15H225,2/05/2025 18:28:15,2/05/2025 18:28:26,11,32.455714
RTIO_MJ_15H225,2/05/2025 18:28:46,2/05/2025 18:29:02,16,38.358271
RTIO_MJ_15H225,2/05/2025 18:29:22,2/05/2025 18:29:33,11,21.012691
RTIO_MJ_15H225,2/05/2025 18:29:52,2/05/2025 18:30:05,13,33.600942
